B_eff,E_I,J_max,J_rms,Q,R_jet,S_I,W_factor,c_I,center_type,kappa,local_zero_count,m0,nquad,quad_drift_rel,status,tail_drift_rel
1.6901641167619756,0.2712147955282395,0.49786473736636155,0.2321726427365432,2.1641380865301305,4,0.566967237844281,50.0,0.5,gap_midpoint,1.0,16,54.70828458738893,257,6.7543069951756e-15,reject_tail_edge,0.00014823481216276767
1.3909870504823265,0.4307536659475928,0.6182727176042998,0.29832284803165415,1.8321367602168572,4,0.7345990002210806,50.0,0.5,gap_midpoint,1.0,15,39.25244858548659,257,8.505408707789758e-15,reject_tail_edge,6.116254093471089e-05
0.8756072311616522,0.5219657596378524,0.6855270420009324,0.32498378972931935,2.1012177089771042,4,0.8011160138377753,50.0,0.5,gap_midpoint,1.0,15,51.37207697769338,257,7.444512431014748e-15,reject_tail_edge,0.00011463866308046096
0.35799851302072544,0.6970448093272071,0.802816351295973,0.370363702792847,2.7404450564610126,4,0.9081924941192043,50.0,0.5,gap_midpoint,1.0,16,97.35091422321949,257,4.459719701450623e-15,healthy,0.00021020074947836412
0.023133845326063926,0.9817117378918159,0.9374926546098705,0.4474483973784363,2.220782386436894,4,1.1064256513599575,50.0,0.5,gap_midpoint,1.0,16,57.89664584983287,257,7.803246690687697e-15,reject_tail_edge,8.305248684365575e-05
-0.38213755194263477,1.4443888955504276,1.1447513309833077,0.5380119205504004,2.617404488600383,4,1.3213254760154385,50.0,0.5,gap_midpoint,1.0,16,86.08038379682114,257,6.149163998949592e-15,healthy,0.00013364484318646654
-0.77367399614814,2.198350940429881,1.4082464370846173,0.6660216390458555,2.768038068155266,4,1.6323037623298353,50.0,0.5,gap_midpoint,1.0,16,100.07452261196254,257,6.0603045903565646e-15,healthy,0.00012083072346075744
-0.9220398846415581,2.2606676666852743,1.41587573208945,0.6838051067863566,2.422077688079064,4,1.6799256063956518,50.0,0.5,gap_midpoint,1.0,15,70.80677969282794,257,9.429197571555578e-15,healthy,9.62660266580003e-05
-1.1412217700458336,2.6980647864595766,1.543593215696949,0.7493393367374843,2.386224572246828,4,1.8422367729293652,50.0,0.5,gap_midpoint,1.0,17,68.31310612033408,257,7.735986536610046e-15,healthy,5.169944933017356e-05
-1.38834151977325,2.7828275543822816,1.484041191505996,0.8287529966448074,2.0900482288612325,4,2.68386266454978,50.0,0.5,random,1.0,15,50.80147020813031,257,1.7554020911780978e-14,reject_tail_edge,4.5261557294634105e-05
-1.8145099842222316,2.3938660948090216,1.438100317986046,0.7056833917972277,1.6178075174808204,4,1.7533176789542162,50.0,0.5,gap_midpoint,1.0,14,31.679968856799352,257,1.0574144066096146e-14,reject_tail_edge,1.690728915370297e-05
-1.8313250638693845,6.169040781401057,2.333493316475497,1.1333957500011007,2.7008500836627762,4,2.804637079329917,50.0,0.5,gap_midpoint,1.0,17,93.57162165553919,257,9.790198294959544e-15,healthy,5.353590146329867e-05
-1.8392116385361994,3.2645789541798287,1.6764922072228117,0.8294659188044833,1.9027143779069313,4,2.060981022598919,50.0,0.5,gap_midpoint,1.0,15,42.12289614653125,257,1.0746576532706032e-14,reject_tail_edge,2.7894809048627447e-05
-1.8875597039919207,5.731802426292852,2.2410347890196003,1.0980581386559312,2.5219181149501804,4,2.7126233062472735,50.0,0.5,gap_midpoint,1.0,16,78.24110754456208,257,1.1776672480469182e-14,healthy,5.596335740890324e-05
-1.9832538799931054,6.3856412950886465,2.2201764669316804,1.2845623905946324,2.546840435287978,4,4.183258785431972,50.0,0.5,random,1.0,16,80.21555925244955,257,1.5995342291474027e-14,healthy,5.169535005078635e-05
-2.2538894992811533,3.5991421137848834,2.5975109961447327,1.5198367403703885,1.7651148363723634,4,2.760175084845169,50.0,0.5,random,1.0,14,36.707896770823126,257,5.429050761447825e-15,reject_tail_edge,2.1024103162923947e-05
-2.8048215411191464,11.026920408776341,3.081836649925659,1.5256843822400283,2.3532338465337057,4,3.789040773480419,50.0,0.5,gap_midpoint,1.0,15,66.09617728878789,257,1.0309935458601163e-14,healthy,3.940800485130555e-05
-2.992795715309454,17.271816938748696,3.8584654406890446,1.9127917140836503,2.5908296138572093,4,4.738543637932276,50.0,0.5,gap_midpoint,1.0,16,83.82293691730155,257,1.0490407480659196e-14,healthy,3.5113158166451433e-05
-2.9981902128956306,10.371983420897788,2.9220909167866314,2.0310066010224097,2.181850577947567,4,4.952441684943497,50.0,0.5,random,1.0,16,55.68593738199699,257,1.1646014091754245e-14,reject_tail_edge,2.3903932554827144e-05
-3.6968277696589116,19.544200976888636,9.399654331283982,4.9312709236977765,2.2347202889869386,4,5.813882046016133,50.0,0.5,random,1.0,16,58.70925352589393,257,5.453352147271171e-16,reject_tail_edge,1.8460420842786837e-05
-3.9572425932365523,17.182962237641455,3.893565159595092,2.0415772464097355,2.051685412897043,4,4.59142479530347,50.0,0.5,gap_midpoint,1.0,16,48.889491679419734,257,7.23652749964288e-15,reject_tail_edge,1.3968713373982081e-05
-4.153480178198679,50.79656799303752,39.70120990336948,20.353071508817475,2.5745421997347235,4,8.651724991730582,50.0,0.5,random,1.0,16,82.46873618157629,257,2.867541382929287e-14,healthy,1.889458172655576e-05
-4.441745465099036,58.389695843731566,7.186848983051701,3.8137510978793268,2.498429731477062,4,8.444365614568676,50.0,0.5,gap_midpoint,1.0,17,76.42476538397936,257,8.274902846042805e-15,healthy,1.3700275782579364e-05
-4.454754909814477,75.6347634473565,8.160682695568354,4.239714349125173,2.6407905997107766,4,9.652325407535525,50.0,0.5,gap_midpoint,1.0,16,88.11719291037984,257,9.018617831791961e-15,healthy,1.8189518803639766e-05
-4.49739606543087,78.27949086093288,46.935197839818734,28.200483297063716,2.636661082108167,4,14.212221283003746,50.0,0.5,random,1.0,16,87.75406170555209,257,3.866800896438475e-14,healthy,1.1437959114528283e-05
-4.6018540805826555,42.43727695853818,6.208243373286213,3.860439692051778,2.2579565743116277,4,6.992980231719197,50.0,0.5,gap_midpoint,1.0,15,60.08941126360608,257,5.35787618195624e-15,healthy,1.7157601169205774e-05
-4.8463376511657845,33.42039827948722,45.77216725074694,24.182906094357875,2.0628453069960093,4,13.681800355149399,50.0,0.5,random,1.0,15,49.4381490137031,257,8.057824284468995e-14,reject_tail_edge,1.9859476195404518e-07
-4.906901057443831,135.332408019846,11.116249448504075,7.143787839951118,2.7187433124322675,4,12.417097433623095,50.0,0.5,gap_midpoint,1.0,16,95.2609891343826,257,5.4603657468515425e-15,healthy,1.5241797865559725e-05
-4.906901057443831,135.332408019846,11.116249448504075,7.143787839951118,2.7187433124322675,4,12.417097433623095,50.0,0.5,small_gap_midpoint,1.0,16,95.2609891343826,257,5.4603657468515425e-15,healthy,1.5241797865559725e-05
-5.082096590592993,23.77074826478176,61.13759107531646,28.726751154230215,1.8653607294726673,4,11.528072755081174,50.0,0.5,random,1.0,16,40.57847671562578,257,6.635907527254715e-14,reject_tail_edge,1.572112906385485e-06
-6.634509409273568,278.7314482018216,154.2145720013025,91.39483746584948,2.336445507767996,4,25.343861817956746,50.0,0.5,random,1.0,15,64.99579491433776,257,1.3663722153506162e-14,healthy,5.909213403011505e-06
-6.666962279679378,731.6921436547351,875.1876292555855,395.2408962928207,2.6892439988206585,4,38.76981217081424,50.0,0.5,zero_ordinate,1.0,16,92.49189927055849,257,4.0708311195312404e-14,healthy,5.6523641281010855e-06
-6.707550805632071,513.6401209336038,733.7889534647708,331.38412028965024,2.53583226292973,4,32.488970214304786,50.0,0.5,zero_ordinate,1.0,16,79.33737502024937,257,4.028307685101555e-14,healthy,5.613842511867014e-06
-6.750294891224793,336.6621935178631,597.5186203271412,269.8427989307058,2.3680060459962675,4,26.34175770599108,50.0,0.5,zero_ordinate,1.0,16,67.07981052949417,257,5.2172821202321287e-14,healthy,5.397375769999404e-06
-6.873916833030314,181.9082664630661,435.99880324299824,196.9002015324864,2.13185471818124,4,19.326766724975847,50.0,0.5,zero_ordinate,1.0,16,52.970321477714464,257,3.2029607815627295e-14,reject_tail_edge,4.9023358896077204e-06
-7.134994049545872,63.380602327250116,257.55251201799143,116.31252946720508,1.7887593142453755,4,11.410240015840406,50.0,0.5,zero_ordinate,1.0,15,37.586178158825675,257,3.2735327722301924e-14,reject_tail_edge,3.897090032869176e-06
