B_eff,E_I,J_max,J_rms,Q,R_jet,S_I,W_factor,c_I,center_type,kappa,local_zero_count,m0,nquad,quad_drift_rel,status,tail_drift_rel
187.66848947622483,0.00485778181281399,0.06636336844565263,0.031211546886090503,1.0287928074078119,4,0.07686884544741587,50.0,0.5,gap_midpoint,1.0,15,17.578382390253125,257,7.320590472737696e-15,reject_tail_edge,0.00017633790107597655
187.66848947622483,0.00485778181281399,0.06636336844565263,0.031211546886090503,1.0287928074078119,4,0.07686884544741587,50.0,0.5,large_gap_midpoint,1.0,15,17.578382390253125,257,7.320590472737696e-15,reject_tail_edge,0.00017633790107597655
10.091105797692839,0.018597361173835623,0.1310372607663542,0.06052697002984372,1.4842001515964112,4,0.14803256108709398,50.0,0.5,gap_midpoint,1.0,14,27.7178668530026,257,6.156343813742036e-15,reject_tail_edge,0.00014623638410037374
7.1019901646673285,0.1565796499170975,0.3687045627856535,0.18241657786722584,1.2983320508499252,4,0.44914384233054316,50.0,0.5,gap_midpoint,1.0,14,23.01644860945862,257,1.0281178854077222e-14,reject_tail_edge,4.008260283428218e-05
5.662429943713149,0.0456410445887446,0.2052301740814191,0.09483631183497963,1.7248896904762547,4,0.23112000395874585,50.0,0.5,gap_midpoint,1.0,14,35.26061987328244,257,5.929243396833163e-15,reject_tail_edge,0.00016836477978082384
4.731485813719573,0.039149395105507884,0.1918398675421118,0.08740847147156494,1.9834794264661488,4,0.2112326592475933,50.0,0.5,gap_midpoint,1.0,16,45.66611208104108,257,4.43103519556743e-15,reject_tail_edge,0.0002504446791579936
3.3144116068545837,0.06281659208163153,0.24381369841465986,0.11064447974456978,2.3048156779788114,4,0.2658267909673012,50.0,0.5,gap_midpoint,1.0,15,62.97216128634571,257,4.1975847401243834e-15,healthy,0.0004969988885857948
1.9336773787545523,0.1498087244941605,0.3763509684752077,0.17087840984152344,2.6691344442905605,4,0.41126056258290733,50.0,0.5,gap_midpoint,1.0,16,90.65050523909647,257,4.076015369636486e-15,healthy,0.00040463793415259605
1.9007896774619,0.18003512278881878,0.4104990441159288,0.18758416403805367,2.464645272317408,4,0.4560004233203294,50.0,0.5,gap_midpoint,1.0,15,73.88592418678292,257,4.316691683262348e-15,healthy,0.00036041720877977757
1.7693609226428122,0.18977832152204194,0.4218313377505342,0.19252328034110963,2.5581002772362686,4,0.46416739353938297,50.0,0.5,gap_midpoint,1.0,15,81.12387793716769,257,4.387578421975645e-15,healthy,0.00038939785793028447
