center_type,m0,Q,c_I,kappa,W_factor,nquad,R_jet,local_zero_count,E_I,S_I,B_eff,J_max,J_rms,tail_drift_rel,quad_drift_rel,status,tail_edge
small_gap_midpoint,934.690365850552,5.002338248515794,1.0,1.0,50.0,320,12,16,5371.067578458578,84.77297808469189,-5.334960482843551,2423078098.4900084,2425000983.8709054,1.3651784911024553e-05,6.824087752768102e-14,healthy,False
small_gap_midpoint,934.690365850552,5.002338248515794,1.0,1.0,200.0,320,12,64,5371.15039537282,84.77357617705897,-5.334970060399737,2423078098.4906325,2425000983.8715296,2.2177710972622822e-07,6.790116614964555e-14,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,0.125,50.0,320,12,16,981.8623612468025,31.521377440818874,-4.075454336833964,31.241473352869743,31.248087549617356,5.325628295760223e-06,4.7935792911931476e-14,healthy,False
small_gap_midpoint,934.690365850552,5.002338248515794,1.0,1.0,500.0,320,12,159,5371.151671975876,84.77358537131559,-5.334970208034334,2423078098.490245,2425000983.871142,1.442338038670528e-08,6.790115001105154e-14,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,0.125,100.0,320,12,32,981.8675903086241,31.52146089219047,-4.075457487217398,31.241556791760623,31.24817835672552,6.218000158734011e-07,4.770396497819118e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,0.125,500.0,320,12,103,981.868246774471,31.521471370202242,-4.075457882721028,31.241567266830003,31.248190026453937,2.8320105565947154e-09,4.758814683851822e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,0.125,200.0,320,12,56,981.868200834287,31.521470636573717,-4.075457855043267,31.241566533773224,31.248186031002646,4.360205681177263e-08,4.805129406816497e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,0.25,50.0,320,12,16,3508.228171109098,59.56163300891279,-4.828743043149318,59.06489633593589,59.07593929092648,5.63462870941708e-06,4.471996358384645e-14,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,0.25,100.0,320,12,32,3508.247938783654,59.56179990511673,-4.828746376322927,59.06506320717974,59.07610546252596,6.57896544779564e-07,4.471971160345576e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,0.25,200.0,320,12,56,3508.2502468493694,59.5618193936762,-4.82874676550171,59.06508269099802,59.076119853685285,4.61335997447755e-08,4.497892671690337e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,0.5,50.0,320,12,16,9076.405099029931,95.68167440451442,-5.39105093534514,95.06490804685588,95.07547669204357,7.005099731976459e-06,3.447027473942465e-14,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,0.25,500.0,320,12,103,3508.250420525654,59.561820860929636,-4.828746794786449,59.06508415710793,59.076127512756,2.9964440916554124e-09,4.484930222943843e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,0.5,200.0,320,12,56,9076.476105207432,95.68204712007815,-5.391055563117321,95.06528070302844,95.07582043743021,5.7362758846156134e-08,3.447000507502866e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,0.5,100.0,320,12,32,9076.468680598253,95.68200814461524,-5.391055079225909,95.06524173704732,95.07582850197,8.180056987907052e-07,3.467044044189668e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,0.5,500.0,320,12,103,9076.476663909305,95.68205005455602,-5.3910555995301355,95.06528363521934,95.0758628161383,3.725826532074066e-09,3.467040994714408e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,1.0,50.0,320,12,16,7777.893207854364,88.29125271973749,-5.2997199477997885,88.14387149472334,88.14452212636947,1.5125027806841135e-05,8.886930623441929e-15,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,1.0,100.0,320,12,32,7778.010850484759,88.29191978170809,-5.299728895076591,88.14453845696123,88.14518512286108,1.7670024634351095e-06,8.886796208369132e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,1.0,200.0,320,12,56,7778.024594273378,88.29199771938733,-5.299729940347698,88.14461637568178,88.14526453191522,1.2392723081116188e-07,8.769849182939153e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,0.125,50.0,320,12,16,999.6818068051285,32.371020975948376,-4.086093893703223,31.24147335286949,31.42847793792083,5.277704162813641e-06,1.3601273624214087e-13,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.05,1.0,500.0,320,12,103,7778.025628628699,88.29200358811113,-5.299730019014558,88.14462223983193,88.14526924650686,8.049602434297347e-09,8.769848016686867e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,0.125,200.0,320,12,56,999.6876988670905,32.371114187633935,-4.086097380251188,31.241566533772986,31.428627572261966,4.3209435397068865e-08,1.357844898896336e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,0.125,100.0,320,12,32,999.6870828578072,32.37110444084692,-4.086097015736989,31.241556791760377,31.428644468783457,6.162017237452126e-07,1.360120184071566e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,0.25,50.0,320,12,16,3567.927040084887,61.06774277948763,-4.83872464999709,59.06489633593544,59.37647979602795,5.587065321984541e-06,1.2745421803121987e-13,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,0.125,500.0,320,12,103,999.687745219839,32.3711149218348,-4.086097407679719,31.241567266829758,31.428441109204197,2.8065083311646114e-09,1.3601192828982018e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,0.25,100.0,320,12,32,3567.9469744376984,61.06790970274392,-4.838727955034423,59.06506320717931,59.376321739012944,6.523400483783366e-07,1.2745350593617816e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,0.25,200.0,320,12,56,3567.9493019539186,61.06792919611085,-4.8387283409262585,59.0650826909976,59.37631616584216,4.5743902874462545e-08,1.2745342279315193e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,0.25,500.0,320,12,103,3567.949477093576,61.06793066450894,-4.838728369963624,59.06508415710749,59.37663856072774,2.9711317127588705e-09,1.2758086995339256e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,0.5,50.0,320,12,16,9195.052274343616,97.54357609711651,-5.3987335972504145,95.0649080468554,95.3607014953092,6.959609539668328e-06,9.812002338215627e-14,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,0.5,100.0,320,12,32,9195.116268762518,97.5439098913098,-5.3987377142212765,95.06524173704685,95.36088434311657,8.126899285683641e-07,9.792151925408715e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,0.5,200.0,320,12,56,9195.123741546975,97.54394887638696,-5.398738194968143,95.06528070302795,95.36109970870473,5.6989916388571013e-08,9.792143967425466e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,1.0,50.0,320,12,16,7803.442121605081,88.72483094900787,-5.301659893428688,88.14387149472324,88.16122532608595,1.5100315620117713e-05,2.4475594794701907e-14,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,0.5,500.0,320,12,103,9195.124303873305,97.54395181315412,-5.398738231144282,95.06528363521879,95.36125800462928,3.7016080207738095e-09,9.831707584219157e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,1.0,200.0,320,12,56,7803.573724165227,88.72557607596809,-5.301669869645281,88.14461637568172,88.1618886681924,1.237240273712868e-07,2.4475182028570655e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,1.0,100.0,320,12,32,7803.559957823405,88.72549811906535,-5.301668826086777,88.14453845696116,88.1618671609938,1.7641073575255065e-06,2.4591773896950256e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.1,1.0,500.0,320,12,103,7803.574760216557,88.72558194927015,-5.30166994818315,88.1446222398318,88.16188526666863,8.036400645449482e-09,2.4591727249469238e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,0.125,50.0,320,12,16,1076.038476022869,35.931746948662195,-4.129634608815032,56.18311650426751,68.20344685726185,5.0828679099268925e-06,7.607025676452102e-15,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,0.125,100.0,320,12,32,1076.0439454121088,35.93183044375437,-4.129637615592829,56.18123282975244,68.20194413320067,5.93442117584615e-07,7.395681816196919e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,0.125,200.0,320,12,56,1076.0445839822853,35.93184019544832,-4.1296379666435765,56.182073759065084,68.20263737345374,4.161325771628762e-08,7.818287565990003e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,0.25,50.0,320,12,16,3822.4611280240215,67.3539164316414,-4.8794881920490125,59.06489633594506,78.29140535135149,5.393996602984735e-06,6.9000953752142825e-15,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,0.125,500.0,320,12,103,1076.0446320324074,35.931840930795595,-4.129637993058881,56.18372316480589,68.20398602954545,2.702830483730136e-09,7.395677097038338e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,0.25,200.0,320,12,56,3822.484153822688,67.35410291846198,-4.879491755425619,59.065082691007184,78.29154872160815,4.416207899053514e-08,6.662120920547122e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,0.25,100.0,320,12,32,3822.481746477577,67.35408341528131,-4.879491382875931,59.065063207188906,78.2922682150668,6.297855044052066e-07,6.781091636190108e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,0.25,500.0,320,12,103,3822.4843349682815,67.35410438915287,-4.87949178345887,59.06508415711711,78.29105413529736,2.868385535498186e-09,6.900053483576612e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,0.5,50.0,320,12,16,9691.943447230975,105.19852068342435,-5.429866529810899,95.06490804686679,101.79241565068914,6.7760714179037556e-06,4.5043335139943646e-15,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,0.5,200.0,320,12,56,9692.01678971529,105.19889360305919,-5.42987100626885,95.06528070303935,101.79420177385643,5.548564057351742e-08,4.128941142618924e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,0.5,100.0,320,12,32,9692.009120976962,105.19885459835584,-5.429870538209052,95.06524173705826,101.79342100855939,7.912427820111599e-07,4.316623700962584e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,1.0,50.0,320,12,16,7903.974066858357,90.38697773093541,-5.3092321734907815,88.14387149472581,88.55091502519973,1.500395858201781e-05,4.602721082228606e-16,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,0.5,500.0,320,12,103,9692.017366784024,105.19889654441188,-5.429871041490101,95.06528363523027,101.79366100105923,3.6038972521914176e-09,4.1289408967792034e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,1.0,200.0,320,12,56,7904.106513998135,90.38772313838187,-5.309242086028341,88.1446163756843,88.55163688172965,1.2293163431602392e-07,0.0,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,1.0,100.0,320,12,32,7904.092659537249,90.38764514223723,-5.309241049148014,88.14453845696372,88.55156354429349,1.752818090293271e-06,4.602652023192123e-16,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,0.125,50.0,320,12,16,1932.853332855345,69.9550324864323,-4.476111970399445,4831198.24352705,4833530.619582881,3.6757405093647676e-06,1.444573515734756e-13,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.2,1.0,500.0,320,12,103,7904.10755667585,90.38772902085445,-5.309242164063207,88.1446222398344,88.55189241489511,7.984919682990003e-09,2.301321674209163e-16,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,0.125,100.0,320,12,32,1932.8604375487541,69.95511609724687,-4.476114144787482,4831198.243571051,4833530.619626932,4.2908556517946526e-07,1.4433918473835406e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,0.125,200.0,320,12,56,1932.8612669116233,69.9551258644579,-4.476114398613072,4831198.244328097,4833530.620382958,3.008690282893166e-08,1.4445675860140005e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,0.25,50.0,320,12,16,6569.766996297394,125.64974230406366,-5.19986209683537,3084842.111906993,3089136.9459695634,4.003463445280018e-06,1.281920796150409e-13,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,0.125,500.0,320,12,103,1932.8613293153287,69.95512660325836,-4.476114417711653,4831198.239027742,4833530.615088715,1.9541559098971272e-09,1.4445675393751814e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,0.25,100.0,320,12,32,6569.793298224707,125.64990951913295,-5.199864465088631,3084842.1150439144,3089136.949098733,4.673565801454992e-07,1.280531305858866e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,0.25,200.0,320,12,56,6569.79636866227,125.64992905334722,-5.199864741553448,3084842.114961482,3089136.9490163,3.277069997061936e-08,1.283299422437148e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,0.25,500.0,320,12,103,6569.796599693076,125.64993053094457,-5.199864762355654,3084842.1119497395,3089136.946012379,2.1284745283734568e-09,1.2832993773091603e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,0.5,50.0,320,12,16,14378.159754599072,168.8878513499017,-5.663182934150011,2526631.8209647,2527500.40207662,5.477120743097866e-06,7.856307336135773e-14,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,0.5,100.0,320,12,32,14378.238505947442,168.88818572756867,-5.663186174149275,2526631.8187858774,2527500.399899625,6.394668458121896e-07,7.881566284633738e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,0.5,200.0,320,12,56,14378.247700360147,168.8882247943351,-5.663186552425963,2526631.8212153157,2527500.402326817,4.484049087622629e-08,7.843608301240311e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,0.5,500.0,320,12,103,14378.248392205162,168.8882277495004,-5.663186580889854,2526631.8323299107,2527500.413431265,2.9124407915962997e-09,7.85625890434798e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,1.0,50.0,320,12,16,8505.823194268349,98.36390849540008,-5.352643261008445,329117.683982964,329715.0810701194,1.4457308020979122e-05,1.2831134826114753e-15,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,1.0,200.0,320,12,56,8505.960531645587,98.3646549514251,-5.3526528122603505,329117.68426747125,329715.0813540463,1.1843271241182549e-07,1.2830927654402935e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,1.0,100.0,320,12,32,8505.9461673521,98.36457683118786,-5.352651813289812,329117.68241144175,329715.07950357493,1.6887326756093317e-06,1.2830949322446313e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,0.5,1.0,500.0,320,12,103,8505.96161265242,98.36466086152117,-5.352652887439336,329117.6775606818,329715.0746681879,7.692616333262569e-09,1.2830926023744217e-15,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,0.125,50.0,320,12,16,33498.357151386524,576.2093307266109,-6.163507598410091,98651800354.47792,98657443109.74936,6.461181109030533e-07,2.623817269071591e-13,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,0.125,200.0,320,12,56,33498.381319525775,576.209424410061,-6.163508025196869,98651800354.49002,98657443109.76147,5.28231851918555e-09,2.6238153760612834e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,0.125,100.0,320,12,32,33498.37879529575,576.2094146143272,-6.163507980621338,98651800354.48775,98657443109.7592,7.535379101526558e-08,2.6216435410159855e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,0.125,500.0,320,12,103,33498.38150940563,576.2094251546641,-6.163508028549969,98651800354.4721,98657443109.74355,3.4306429276423747e-10,2.6238153611886335e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,0.25,50.0,320,12,16,80524.51492407756,823.5917305258137,-6.682335499680429,15395654873.215717,15396609182.767906,8.772173065401164e-07,2.163147774907836e-13,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,0.25,100.0,320,12,32,80524.58556163762,823.5918982946454,-6.682336018598492,15395654873.2092,15396609182.761389,1.0231338885601621e-07,2.1631458773571713e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,0.25,200.0,320,12,56,80524.5938003817,823.5919178859046,-6.682336079121974,15395654873.21012,15396609182.762308,7.172341638856146e-09,2.1613385168102837e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,0.25,500.0,320,12,103,80524.59442013683,823.5919193751068,-6.68233608367482,15395654873.208761,15396609182.760952,4.65815974332192e-10,2.1613385001756066e-13,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,0.5,100.0,320,12,32,63686.55841678395,535.8888149855906,-6.543564899055302,20283182204.736603,20283242204.38355,2.671211807412178e-07,8.728422064915921e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,0.5,50.0,320,12,16,63686.41259761456,535.8884795007244,-6.543563544618506,20283182204.73967,20283242204.386616,2.28963808084679e-06,8.73986671225819e-14,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,0.5,200.0,320,12,56,63686.575428817174,535.8888541664387,-6.543565057070839,20283182204.721867,20283242204.368813,1.8727057820989686e-08,8.739844366528373e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,0.5,500.0,320,12,103,63686.576708636196,535.8888571448131,-6.543565068958381,20283182204.716465,20283242204.363407,1.2162744174144425e-09,8.728419557966811e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,1.0,50.0,320,12,16,8121.610649108264,99.41165007806383,-5.32530033236176,168261406.35653603,172549104.79186338,1.4690905431656417e-05,3.303543454800605e-14,healthy,False
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,1.0,100.0,320,12,32,8121.729964675116,99.41231875375826,-5.325309022829672,168261406.3479057,172549104.78348646,1.7153196696530823e-06,3.292296634882372e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,1.0,200.0,320,12,56,8121.743896062173,99.41239691351359,-5.325310037527774,168261406.35299858,172549104.78842884,1.2028364728695818e-07,3.303489256206301e-14,reject_tail_edge,True
small_gap_midpoint,1422.155939087278,5.422052199746824,1.0,1.0,500.0,320,12,103,8121.744944369223,99.41240283201923,-5.325310113881563,168261406.34799692,172549104.7835759,7.812588870558203e-09,3.3034888298113454e-14,reject_tail_edge,True
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,0.125,50.0,320,12,16,1013.5355067523315,32.0377715894555,-4.180485352629543,31.735826968210905,31.759201515188675,4.800241913796652e-06,1.0992520757776224e-14,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,0.125,100.0,320,12,32,1013.5403719913064,32.03784799150126,-4.180488252038486,31.73590337905206,31.759263559296564,6.188907314455993e-07,1.088029995029268e-14,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,0.125,200.0,320,12,64,1013.5409992624368,32.03785784251063,-4.180488625855807,31.73591323063897,31.759252848693134,7.699915716652162e-08,1.0880293216575885e-14,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,0.125,500.0,320,12,159,1013.5410829124029,32.03785915623416,-4.180488675706331,31.735914544401187,31.759284708315153,5.0369020860329405e-09,1.0768124356551887e-14,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,0.25,50.0,320,12,16,3597.2481480707775,60.33260807603069,-4.9456016511182,59.80048200214595,59.83892085948085,5.0957763764747936e-06,9.860396589033412e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,0.25,100.0,320,12,32,3597.2664789363207,60.332760874083654,-4.94560472903428,59.80063481778853,59.8391585404028,6.570129442924483e-07,1.0239590432759616e-14,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,0.25,200.0,320,12,64,3597.2688423885143,60.33278057589949,-4.945605125877876,59.80065452075941,59.83912339945842,8.174275614566502e-08,1.0113169091571513e-14,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,0.5,50.0,320,12,16,9079.235421153038,95.71511856289332,-5.504808210432783,95.07225388858157,95.1073736981365,6.414051926364833e-06,7.81349788254291e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,0.25,500.0,320,12,159,3597.2691575700037,60.332783203340085,-4.945605178799491,59.800657148277395,59.83915273276725,5.347216049211032e-09,1.0113168205487222e-14,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,0.5,100.0,320,12,32,9079.293656214004,95.71542411069737,-5.504812084607222,95.07255947155572,95.10772881130279,8.270787954157331e-07,8.01379258088386e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,0.5,200.0,320,12,64,9079.301165511475,95.71546351270578,-5.504812584172647,95.07259887587405,95.10776766483961,1.0290480927748506e-07,7.613096655203651e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,0.5,500.0,320,12,159,9079.302166955868,95.71546876753538,-5.5048126507949595,95.07260413085845,95.10767096828714,6.73159363705345e-09,7.41275118875811e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,1.0,100.0,320,12,32,7215.407971547476,85.03476530220587,-5.3660237019330115,84.90208347706817,84.90363762008735,1.8552455062788415e-06,1.6386365358232538e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,1.0,50.0,320,12,16,7215.30420811661,85.03415459280473,-5.3660150156922874,84.90147269739998,84.9030108197694,1.4380812737835642e-05,1.6386601010873086e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,1.0,500.0,320,12,159,7215.423143365499,85.03485460248504,-5.366024971985248,84.90217278227503,84.90367736611697,1.5102232743995707e-08,1.6386330902740696e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.05,1.0,200.0,320,12,64,7215.4213579255265,85.0348440932386,-5.366024822523929,84.90216227271904,84.90368296424329,2.308574708473876e-07,1.5125847653078626e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,0.125,50.0,320,12,16,1033.025949299202,32.95314436082067,-4.1919903187121745,31.735826968213434,31.850968203704436,4.754490980504635e-06,3.741776753194994e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,0.125,100.0,320,12,32,1033.0308608351124,32.95322075503718,-4.1919931904868895,31.735903379054577,31.851021375791557,6.129892010090075e-07,3.74175896295117e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,0.125,200.0,320,12,64,1033.0314940722626,32.953230605501474,-4.191993560739615,31.73591323064148,31.851026083922413,7.626482417944644e-08,3.5216533358054902e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,0.125,500.0,320,12,159,1033.0315785177222,32.95323191918733,-4.19199361011472,31.735914544403702,31.851056105610603,4.988863925163891e-09,3.741756363422372e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,0.25,50.0,320,12,16,3661.8399788229913,61.94331776076953,-4.9563510032566604,59.80048200215032,59.98845129078065,5.0504044336855455e-06,3.477193405079837e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,0.25,100.0,320,12,32,3661.8584726892573,61.94347054316496,-4.956354053767421,59.80063481779293,59.988677360945644,6.51159927577675e-07,3.725545546978765e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,0.25,200.0,320,12,64,3661.860857146308,61.943490243890686,-4.956354447075723,59.800654520763814,59.98870299967283,8.101444719528647e-08,3.4771735796492766e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,0.5,100.0,320,12,32,9202.339536883286,97.64920452787905,-5.512942897157522,95.07255947156104,95.2416103522182,8.215075938587639e-07,2.7673236297763196e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,0.25,500.0,320,12,159,3661.8611751285252,61.94349287125594,-4.95635449952582,59.800657148281786,59.988672412900435,5.299571934570641e-09,3.849727557458701e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,0.5,200.0,320,12,64,9202.347096681307,97.64924392770743,-5.512943393357874,95.07259887587932,95.24160457313849,1.0221151501518778e-07,2.767321356398943e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,0.5,50.0,320,12,16,9202.280909910467,97.64889901138233,-5.5129390490614405,95.0722538885869,95.24123833201574,6.370876947563698e-06,2.76734126016696e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,0.5,500.0,320,12,159,9202.348104859204,97.64924918238636,-5.512943459531335,95.07260413086368,95.24142414772749,6.6862389981385305e-09,2.5696552637048857e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,1.0,50.0,320,12,16,7236.299094122017,85.41015917104238,-5.367769999434211,84.90147269740098,84.90866877196325,1.4360006663140683e-05,6.284253110210044e-16,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,1.0,100.0,320,12,32,7236.403008917442,85.41076981789092,-5.367778673107644,84.90208347706918,84.9092927865113,1.852552686176121e-06,1.0054660589269615e-15,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,1.0,200.0,320,12,64,7236.41641476011,85.41084860456512,-5.367779792072064,84.90216227272006,84.90938066483888,2.3052210514992006e-07,3.770490735930424e-16,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.2,0.125,50.0,320,12,16,1116.8869212677428,36.79811802437203,-4.23913522131971,75.91035966198201,87.35398668486255,4.568338223393908e-06,8.143122499281446e-14,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.1,1.0,500.0,320,12,159,7236.41820279398,85.41085911351027,-5.3677799413162575,84.902172782276,84.90935147080644,1.508028828569857e-08,8.797809543335137e-16,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.2,0.125,100.0,320,12,32,1116.8920236082656,36.79819440582783,-4.239137980655469,75.90886702774375,87.35272613748755,5.889772356230991e-07,8.143085298743676e-14,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.2,0.125,200.0,320,12,64,1116.8926814326296,36.79820425529936,-4.239138336404679,75.90980284790358,87.35353739054534,7.327700387829611e-08,8.143080502651807e-14,healthy,False
small_gap_midpoint,1180.9604309693818,5.236206244543727,0.2,0.25,50.0,320,12,16,3938.195310346305,68.67756170252505,-5.000296974020766,59.80048200213946,84.12163448219972,4.8661140391441875e-06,7.574897603421949e-14,healthy,False
