B_eff,Delta,E_I,J_max,J_rms,N_quad,Q,R,S_I,W,W_mult,c_I,center_type,edge_truncated,eps,kappa,m0,num_zeros_used,ref_idx,run_label
-2.901106719847516,0.15261203505709717,31.27345926103046,5.223617842701705,2.5721767420455723,257,3.2762815842992565,4,6.326570179567007,15.261203505709718,50.0,0.5,gap_midpoint,False,0.30522407011419433,1.0,166.36075458303748,15,61,zero_kernel_only_proxy
-2.9053908208199113,0.14532351279854597,36.23529806263138,5.635311256436441,2.7605321135282934,257,3.4405994623397427,4,6.808879651834462,14.532351279854598,50.0,0.5,gap_midpoint,False,0.29064702559709193,1.0,196.0709392602438,16,77,zero_kernel_only_proxy
-2.932860916184855,0.1474886160951512,35.895218113296224,5.613057286071275,2.743693095651826,257,3.3900921524507943,4,6.840417606779864,14.74886160951512,50.0,0.5,gap_midpoint,False,0.2949772321903024,1.0,186.41385313060465,15,72,zero_kernel_only_proxy
-3.1963855790966273,0.14923906005397827,47.68503551099458,6.4336263630685835,3.183132207166913,257,3.3503293294607657,4,7.838116525347219,14.923906005397829,50.0,0.5,gap_midpoint,False,0.29847812010795655,1.0,179.1469458981785,16,68,zero_kernel_only_proxy
-3.5161189358561615,0.15540274700692744,60.8793683080624,7.250138037454145,3.5901204881718405,257,3.217446342680875,4,8.91449764847552,15.540274700692745,50.0,0.5,gap_midpoint,False,0.3108054940138549,1.0,156.85525055591597,15,56,zero_kernel_only_proxy
-3.597852970376965,0.14026185203062919,96.8555120067445,8.674877462324961,4.9543706350056285,257,3.564761143256644,4,16.156175567750886,14.02618520306292,50.0,0.5,random,False,0.28052370406125837,1.0,221.99130394052665,15,,zero_kernel_only_proxy
-3.778212945159068,0.15870025478685368,76.38930225360397,8.106880977552835,4.004208619379307,257,3.1505935555776987,4,9.96642994472709,15.870025478685367,50.0,0.5,gap_midpoint,False,0.31740050957370736,1.0,146.71187391466256,16,51,zero_kernel_only_proxy
-3.9017453143237626,0.15052740213094865,108.1912740742815,9.64946059813122,4.762040969459795,257,3.3216543494521606,4,11.868669010515948,15.052740213094864,50.0,0.5,gap_midpoint,False,0.3010548042618973,1.0,174.08286402147866,15,65,zero_kernel_only_proxy
-4.176032851375995,0.1441008443196745,180.43678385472447,12.465885412548273,6.124628196170817,257,3.4697922996953157,4,15.297613952989566,14.410084431967448,50.0,0.5,gap_midpoint,False,0.288201688639349,1.0,201.87917322892218,16,80,zero_kernel_only_proxy
-4.239764052024812,0.14172924100189496,209.56343969716204,13.439770690849599,6.595414218410027,257,3.527853507613964,4,16.457081794443358,14.172924100189496,50.0,0.5,gap_midpoint,False,0.2834584820037899,1.0,213.94748207160205,16,87,zero_kernel_only_proxy
