run_id,timestamp,config_name,target_id,target_class,target_generation_method,source_csv,source_row_index,source_config,source_stage,source_a_kind,source_eta_Z,source_eta_W,source_A_sup,source_J_max,source_N_minima,source_rho_rank,source_kappa_basis,R,Q,lambda_,c,alpha,m0,num_primes,include_dual,k_Z,support_blocks,u_min,u_max,lambda_width,actual_u_min,actual_u_max,actual_lambda_width,sampling_mode,Z0_abs,eta_Z0,A_1,A_R,A_2R,A_logQ2,L2_1,L2_R,L2_2R,L2_logQ2,min_Z_1,min_Z_R,min_Z_2R,min_Z_logQ2,m_at_min_Z_logQ2,N_min_1,N_min_R,N_min_2R,N_min_logQ2,N_min_ratio_logQ2,J_max,J_rms,J_sum_sq,J_argmax_k,cell_count_R,cell_mass_l2_R,cell_mass_inf_R,cell_mass_ratio_R,active_cell_count_R,cell_count_2R,cell_mass_l2_2R,cell_mass_inf_2R,cell_mass_ratio_2R,active_cell_count_2R,cell_count_4R,cell_mass_l2_4R,cell_mass_inf_4R,cell_mass_ratio_4R,active_cell_count_4R,threat_score,jet_objective,classification,notes
64a203a1,2026-04-27 15:00:21,05_amplitude_v2_main_multiblock,f050a896d1ad,det_best_etaZ_by_stage,det_best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,13,04_actual_like_dual_cover_block,actual_like_dual,,0.00223384364105669,0.006669293579111902,nan,nan,nan,3.877227831291804,10.144466629966152,4,28.0,0.03571428571428571,0.1,0.0,2673.3733733733734,14851,False,0,8.0,2.8000000000000003,58.8,2.0,2.833213344056216,58.79649978123632,1.9986888013278608,log_uniform,6.036931904350718,1.057399376669907,6.40705665128912,7.452591847370677,8.441705372604748,8.728065975446649,8.543764652803986,17.26575021990869,25.073479771627685,30.186869348075902,5.670852630026146,4.702121746396566,4.069540994825916,4.05356931634795,2673.6873986466617,0,0,0,0,0.0,1.1430463349292095,1.1509939525699613,1.3247870788526221,1,4,36.45101018262129,6.037466903563556,1.1182917333367635,4,8,42.340132993077106,6.4588538888271545,1.298965940239199,8,16,34.70144511616454,5.012191459336009,1.064616289475233,16,60.22795718507206,8.463089934491771e+18,harmless,
64a203a1,2026-04-27 15:00:25,05_amplitude_v2_main_multiblock,2b177eba9030,det_best_etaZ_by_stage,det_best_etaZ_by_stage,03_reflected_dual.febde28489af.csv,11,03_reflected_dual,formal_dual,,0.002272455502549676,0.010348476604981349,nan,nan,nan,3.926966465939648,10.879597247749015,4,28.0,0.03571428571428571,0.1,0.0,520.7207207207207,14851,False,0,8.0,2.8000000000000003,58.8,2.0,2.833213344056216,58.79649978123632,1.9986888013278608,log_uniform,5.0904462917270275,0.8916175999872752,5.136370555267613,5.211708793501055,5.214447218721569,5.214447218722233,7.197264769723243,14.346383491844694,20.123648022521007,23.574787784919423,5.036783761771845,4.858148833681543,4.71981400994824,4.71966015226098,521.0108316645301,0,0,0,0,0.0,0.7369169905840561,0.7392269660346522,0.5464565073127968,1,4,25.933604836098052,5.09250422381088,0.7956250254391496,4,8,25.27063697900079,5.026519450986055,0.7752856309931397,8,16,24.27563768461133,4.832788322169884,0.7447597421352734,16,19.560624014753127,6.017389312044603e+18,harmless,
64a203a1,2026-04-27 15:00:28,05_amplitude_v2_main_multiblock,fc136a23f426,det_best_etaZ_by_stage,det_best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,36,04_actual_like_dual_cover_block,main_orbit,,0.012011730654589586,2.3230874731845628e-05,nan,nan,nan,0.1956030443637792,56.917848038114016,4,28.0,0.03571428571428571,0.1,0.14285714285714285,160.1101101101101,14851,False,0,8.0,2.8000000000000003,58.8,2.0,2.833213344056216,58.79649978123632,1.9986888013278608,log_uniform,0.9506394744512576,0.39249524616572234,1.0241541455313705,1.2691378474327473,1.6201134676145175,1.8911904223606557,1.3471233214176863,2.7740631202843784,4.2577472234741265,5.448405496428039,0.8834396563611806,0.7381302177427752,0.7065710009091065,0.7065710009090715,159.8942149298898,0,0,0,0,0.0,0.2367008492259101,0.23813294376582733,0.056707298906578676,1,4,0.904102334408645,0.9508427634467137,0.15411847555360267,4,8,0.8303343319128099,0.9103244634661043,0.14154355824987874,8,16,0.9523546607841161,0.9728931243414493,0.16234384418708442,16,0.42555031849222275,2.0985924615811264e+17,harmless,
64a203a1,2026-04-27 15:00:25,05_amplitude_v2_main_multiblock,40a97c4de5c4,det_best_etaZ_by_stage,det_best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,353,04_actual_like_dual_cover_block,actual_like_dual,,0.00015203673565159287,1.4638534587132558e-05,nan,nan,nan,1.9638684827178314e-06,3472137.2919111582,6,32.0,0.03125,0.4,0.0,1673.873873873874,15999,False,0,8.0,12.8,55.46666666666667,1.3333333333333335,12.80000980176785,55.463999833322916,1.3332496884860958,log_uniform,0.019740809746361616,0.04431857476689939,0.019996388015337437,0.02114831095499101,0.022249667790258155,0.02225145800464275,0.027916590272762717,0.06828537983227863,0.09616674681862208,0.09621112983814947,0.019477018861609203,0.018040034900506652,0.01608994166821269,0.016086076360033497,1674.2492277909976,0,0,0,0,0.0,0.008130831904190181,0.008305948377540744,6.89887784503717e-05,1,6,0.0003943299669730233,0.019849293002123156,0.001987473869868054,6,12,0.00045353761225732845,0.02114889200417987,0.0022858880350461806,12,24,0.00033436530783296337,0.017303225706989004,0.0016852442572640317,24,3.5715638499980224e-06,449293089799727.94,harmless,
64a203a1,2026-04-27 15:00:32,05_amplitude_v2_main_multiblock,ada761e45759,det_best_etaZ_by_stage,det_best_etaZ_by_stage,03_reflected_dual.febde28489af.csv,295,03_reflected_dual,formal_dual,,0.00029098326320718524,5.491402256659798e-07,nan,nan,nan,2.5794728210692437e-06,3478235.4855614416,6,32.0,0.03125,0.4,0.0,2231.9819819819822,15999,False,0,8.0,12.8,55.46666666666667,1.3333333333333335,12.80000980176785,55.463999833322916,1.3332496884860958,log_uniform,0.042126738722450895,0.09457550342384906,0.042464548891540346,0.04415087285150379,0.04608679884865818,0.04609032076050718,0.05957731498616668,0.1460311493152966,0.20697494920907167,0.20707379978215643,0.041790945951657846,0.04018455522034629,0.038598763068752616,0.03859630097325548,2231.606628064859,0,0,0,0,0.0,0.016597128092937084,0.01692174326873542,0.00028634539525299247,1,6,0.002009141175144539,0.04472588873641038,0.01012633053766604,6,12,0.0020371098856951817,0.043036186456990505,0.010267296444518126,12,24,0.0014178203225728141,0.027137364241385072,0.007145997208662914,24,3.222556315019274e-05,2046046431083889.5,harmless,
64a203a1,2026-04-27 15:00:22,05_amplitude_v2_main_multiblock,ea6d922044da,det_best_etaZ_by_stage,det_best_etaZ_by_stage,05_literal_q2_dual_cover_block.f000662dc79d.csv,63,05_literal_q2_dual_cover_block,actual_like_dual,,0.0008510708956364887,0.0005639779393471323,nan,nan,nan,0.3016005756228582,9.375348330229683,4,28.0,0.03571428571428571,0.2,0.0,820.7707707707707,15599,False,0,8.0,5.6000000000000005,61.6,2.0,5.602118820879701,61.596499781236325,1.9997993200127364,log_uniform,3.0661687250705554,0.6590613491883518,3.101470846493924,3.2031331669297303,3.3194712094077796,3.3850830026679795,4.336247915077622,8.673407702156055,12.27007795056356,14.461016139076948,3.0305863796836703,2.924950919346385,2.7986786607217264,2.7260884673726604,820.3742140958552,0,0,0,0,0.0,0.8407735339392318,0.8487258869654535,0.7203356312052956,1,4,9.398168605319604,3.0656432123151998,0.4342129974653279,4,8,9.30291932473488,3.0500249678728397,0.4298123022484216,8,16,9.038499774643293,3.003846690770405,0.4175956236320459,16,8.726586624047336,2.1831748984526996e+18,harmless,
64a203a1,2026-04-27 15:00:25,05_amplitude_v2_main_multiblock,d27c3932e2df,det_best_etaZ_by_stage,det_best_etaZ_by_stage,03_reflected_dual.febde28489af.csv,47,03_reflected_dual,formal_dual,,0.005931284015801277,0.0011165331170213072,nan,nan,nan,2.3287651836615626,12.765648784687503,4,28.0,0.03571428571428571,0.2,0.0,1442.8928928928929,15599,False,0,8.0,5.6000000000000005,61.6,2.0,5.602118820879701,61.596499781236325,1.9997993200127364,log_uniform,7.006103284065159,1.5059353535225541,7.029993444337426,7.057549077238966,7.057549077236289,7.057549077238087,9.906304486310383,19.757954812511056,27.694903380860588,32.27008897154695,6.974372560025914,6.829026557420451,6.507658468074939,6.152770200316102,1443.2894495678083,0,0,0,0,0.0,1.6558694104593272,1.6679448853844756,2.7820401406802313,1,4,49.09356678740862,7.006680091434212,2.2682147646254145,4,8,48.98481008272978,6.998896788898123,2.263190001108582,8,16,46.250170048494624,6.797592031140211,2.136844508053496,16,81.87598270327204,1.1398546807097256e+19,harmless,
64a203a1,2026-04-27 15:00:29,05_amplitude_v2_main_multiblock,60d924eab111,det_best_etaZ_by_stage,det_best_etaZ_by_stage,03_reflected_dual.febde28489af.csv,71,03_reflected_dual,formal_dual,,0.007431279333875869,0.006594298946561114,nan,nan,nan,2.3308723370921216,12.765648784687503,4,28.0,0.03571428571428571,0.2,-0.008928571428571428,1332.7827827827828,15599,False,0,8.0,5.6000000000000005,61.6,2.0,5.602118820879701,61.596499781236325,1.9997993200127364,log_uniform,3.5865047433119503,0.7198403861549789,3.729937512753703,4.2023701339959505,4.8540602523520455,5.3033279616698445,5.075725051744597,10.257729003797154,14.938787423692634,18.12373867527563,3.4531656325426394,3.1270454897661484,2.880144544481697,2.8070780564767905,1332.3862261078673,0,0,0,0,0.0,0.7640910633662524,0.7684805251727531,0.5905623175697904,1,4,12.857022057045972,3.5856688717473033,0.5179287121738473,4,8,12.901141198127315,3.591763077649367,0.5197059954219502,8,16,24.575643287091697,4.804446712195175,0.989998401033446,16,14.533325982502129,2.987027546031561e+18,harmless,
64a203a1,2026-04-27 15:00:33,05_amplitude_v2_main_multiblock,c26c474fb241,det_best_etaZ_by_stage,det_best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,46,04_actual_like_dual_cover_block,main_orbit,,0.011315347172943932,3.8415272926589415e-06,nan,nan,nan,0.027663687584588825,12.325995187075417,4,28.0,0.03571428571428571,0.2,-0.2857142857142857,1715.4154154154153,15599,False,0,8.0,5.6000000000000005,61.6,2.0,5.602118820879701,61.596499781236325,1.9997993200127364,log_uniform,12.024342551051486,0.21522811628792635,12.155481457494302,12.947150764759744,15.942066851879437,20.255839436472748,17.027755344750688,34.75738562441695,52.469965641610415,66.85831365728636,11.987575734339266,11.987575734279542,11.98757573431279,11.987575734336588,1715.4448336267258,0,0,0,0,0.0,1.9233426982722712,1.9268517661488889,3.712757728711092,1,4,122.515732835801,11.008683986917791,0.039252488181986706,4,8,154.8479652865316,11.888579304447807,0.049611325718962145,8,16,381.58844885976794,14.233044422683323,0.12225610321675999,16,468.4554100505562,3.3575236018093183e+19,harmless,
64a203a1,2026-04-27 15:00:27,05_amplitude_v2_main_multiblock,e323539e7b3d,det_best_etaZ_by_stage,det_best_etaZ_by_stage,03_reflected_dual.febde28489af.csv,251,03_reflected_dual,formal_dual,,0.0018652350138768203,0.0006096409889999132,nan,nan,nan,0.6444543178394498,69.96891677907755,8,36.0,0.027777777777777776,0.1,0.0,3450.7507507507507,14333,False,0,8.0,3.6,39.6,1.0,3.6109179126442243,39.59774985936621,0.9996342207422773,log_uniform,5.042620330092944,0.8565602685827312,5.366283152308152,7.855978122526815,9.895840560205231,9.265778578242834,7.142659031074866,22.02659986594441,36.686902498708406,30.82591900210504,4.7479862666905746,4.020274577179295,4.020274577181233,4.0202745771747885,3450.912141520349,0,0,0,0,0.0,0.5848796620735244,0.5878824390837366,0.34560576218304323,1,8,82.51702102700796,8.3323844782102,2.3809312315313442,8,16,62.76021649042545,6.749364726983975,1.8108719592629803,16,32,41.4566029649812,3.6536792723549985,1.196181339607646,32,27.327802362558245,1.2048765543482704e+20,harmless,
64a203a1,2026-04-27 15:00:36,05_amplitude_v2_main_multiblock,ae7d22b2587c,det_best_etaZ_by_stage,det_best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,283,04_actual_like_dual_cover_block,actual_like_dual,,0.0027188872823027364,1.288653879909868e-05,nan,nan,nan,0.6278608974993556,66.54139492588625,8,36.0,0.027777777777777776,0.1,0.0,2409.5595595595596,14333,False,0,8.0,3.6,39.6,1.0,3.6109179126442243,39.59774985936621,0.9996342207422773,log_uniform,3.9632418053298104,0.6732125845312331,4.158789264979071,4.954923941762462,4.995798109348451,4.995798109346801,5.602959484070296,15.545655761573286,21.219277239894083,19.25819040852784,3.7489841463177656,1.8862434163932784,1.113947198504616,1.1139471985023415,2409.8995809917933,0,0,0,0,0.0,0.6794657103266898,0.6834671732599712,0.46712737692397543,1,8,22.80123765645536,4.2987441008841785,0.6579027960310698,8,16,18.504092209013038,3.267969338561513,0.5339137368659376,16,32,21.120455318795536,2.8670111330740538,0.6094058058182175,32,13.4531193259435,7.442711031614921e+19,harmless,
