run_id,timestamp,config_name,stage,R,Q,lambda_,c,u_min,u_max,u0,L,num_primes,alpha,m,lambda_u0,lambda_L,op_node_min,op_node_max,diam_x,eta_Z,log_eta_Z,eta_W,log_eta_W,eta_sv,rho_rank_2,rho_rank_inf,kappa_basis,gram_error,eta_E2_det,row_norm_min,row_norm_max,sigma_min,sigma_max,objective_value,collapse_class,notes,k_Z,k_q,source_mode,smoothing,conductor_policy,dual_type,dual_node_convention,num_dual_terms,E2_model,E2_trials,eta_W_median_perturbed,eta_W_worst_perturbed,eta_W_best_perturbed,survives_E2
5bc80c16,2026-04-27 11:41:24,03_reflected_dual,relaxed,4,28.0,0.03571428571428571,0.1,2.8000000000000003,9.8,6.300000000000001,7.0,2059,0.2857142857142857,nan,0.225,0.25,2.833213344056216,9.798848998423558,2.0,0.17447355486704944,-1.745982096864051,0.0016565799164422797,-6.403000093233324,0.006757152869602473,0.15452511708644917,0.005201096286336091,60.63236864558247,3.2884900245178884e-15,nan,0.0007930113805898493,0.014988814066887644,0.00012237492479466385,0.01811042715123052,0.03044376560496487,no_collapse,phase-relaxed negative control,0,3,script_kq3,plateau,plateau,,operator_signed,0,,0,nan,nan,nan,False
5bc80c16,2026-04-27 11:41:28,03_reflected_dual,main_orbit,4,28.0,0.03571428571428571,0.1,2.8000000000000003,9.8,6.300000000000001,7.0,2059,0.2857142857142857,1998.9489489489488,0.225,0.25,2.833213344056216,9.798848998423558,2.0,0.0619072776777877,-2.782117534671274,1.3938008968406912e-05,-11.180890991498096,0.0009982046519724712,0.15452511708644917,0.005201096286336091,60.63236864558247,3.2884900245178884e-15,nan,0.0007173014286712147,0.01465334345417503,2.186387275447431e-05,0.021903196615314192,0.003832511223742805,no_collapse,main-only orbit,0,3,script_kq3,plateau,plateau,,operator_signed,0,,0,nan,nan,nan,False
5bc80c16,2026-04-27 11:41:32,03_reflected_dual,b2_toy,4,28.0,0.03571428571428571,0.1,2.8000000000000003,9.8,6.300000000000001,7.0,2059,0.2857142857142857,1998.9489489489488,0.225,0.25,2.833213344056216,9.798848998423558,2.0,0.0619072776777877,-2.782117534671274,1.3987038974521617e-05,-11.17737944468914,0.0010017255663372206,0.15452511708644917,0.005201096286336091,60.63236864558247,3.2884900245178884e-15,nan,0.0007173441108538375,0.01465334345417503,2.1940993260918233e-05,0.021903197840047964,0.0038325112251119705,toy_diagnostic,B2 toy scalar injection (diagnostic only),0,3,script_kq3,plateau,plateau,,operator_signed,0,,0,nan,nan,nan,False
5bc80c16,2026-04-27 11:41:37,03_reflected_dual,formal_dual,4,28.0,0.03571428571428571,0.1,2.8000000000000003,9.8,6.300000000000001,7.0,2059,0.2857142857142857,2772.4724724724724,0.225,0.25,-9.798848998423558,9.798848998423558,2.0,0.0176807921583872,-4.035276417437727,0.002705706295789175,-5.912392293265704,0.0009553444897681758,6.177215574882121,0.07345367289066886,10.879597247749015,3.316466709978478e-15,nan,0.0004544503071471141,0.047685990364191376,4.557980667555989e-05,0.047710336076382566,0.00031993125790715947,no_collapse,reflected dual (plateau forced) + B_2,0,3,script_kq3,plateau,plateau,reflected_logderiv,operator_signed,4118,,0,nan,nan,nan,False
5bc80c16,2026-04-27 11:41:24,03_reflected_dual,relaxed,4,28.0,0.03571428571428571,0.1,2.8000000000000003,9.8,6.300000000000001,7.0,2059,-0.2857142857142857,nan,0.225,0.25,2.833213344056216,9.798848998423558,2.0,0.09585284174661689,-2.3449411620779443,0.0011847524324964857,-6.738221443945875,0.007154512774220576,0.37893547578111214,0.012156142408435877,60.63236864558247,3.2884900245178884e-15,nan,0.0006162707275768941,0.03682240971875012,0.0002819220402863711,0.03940478536878204,0.009189170909228286,no_collapse,phase-relaxed negative control,0,3,script_kq3,plateau,plateau,,operator_signed,0,,0,nan,nan,nan,False
5bc80c16,2026-04-27 11:41:27,03_reflected_dual,main_orbit,4,28.0,0.03571428571428571,0.1,2.8000000000000003,9.8,6.300000000000001,7.0,2059,-0.2857142857142857,2772.4724724724724,0.225,0.25,2.833213344056216,9.798848998423558,2.0,0.0375066936216003,-3.283235865358382,9.572918376703274e-06,-11.55657244844367,1.532575118249728e-05,0.37893547578111214,0.012156142408435877,60.63236864558247,3.2884900245178884e-15,nan,0.0006463102147787662,0.08451317263272717,1.3079434057285703e-06,0.08534285792283397,0.0014067521580653588,no_collapse,main-only orbit,0,3,script_kq3,plateau,plateau,,operator_signed,0,,0,nan,nan,nan,False
5bc80c16,2026-04-27 11:41:31,03_reflected_dual,b2_toy,4,28.0,0.03571428571428571,0.1,2.8000000000000003,9.8,6.300000000000001,7.0,2059,-0.2857142857142857,2772.4724724724724,0.225,0.25,2.833213344056216,9.798848998423558,2.0,0.0375066936216003,-3.283235865358382,9.659360607466009e-06,-11.547583101633794,1.5465626232836358e-05,0.37893547578111214,0.012156142408435877,60.63236864558247,3.2884900245178884e-15,nan,0.000646315530151844,0.08451317263272717,1.319880740221691e-06,0.08534285778996407,0.00140675215972784,toy_diagnostic,B2 toy scalar injection (diagnostic only),0,3,script_kq3,plateau,plateau,,operator_signed,0,,0,nan,nan,nan,False
5bc80c16,2026-04-27 11:41:37,03_reflected_dual,formal_dual,4,28.0,0.03571428571428571,0.1,2.8000000000000003,9.8,6.300000000000001,7.0,2059,-0.2857142857142857,2772.4724724724724,0.225,0.25,-9.798848998423558,9.798848998423558,2.0,0.0176807921583872,-4.035276417437727,0.0027053835698851326,-5.912511576409187,0.0009553907987776167,6.177215574882122,0.07345367289066895,10.879597247749015,3.316466709978478e-15,nan,0.0004544503071471141,0.0476859903641914,4.55820160818834e-05,0.04771033606373823,0.0003199295116082907,no_collapse,reflected dual (plateau forced) + B_2,0,3,script_kq3,plateau,plateau,reflected_logderiv,operator_signed,4118,,0,nan,nan,nan,False
5bc80c16,2026-04-27 11:41:24,03_reflected_dual,relaxed,4,28.0,0.03571428571428571,0.1,2.8000000000000003,9.8,6.300000000000001,7.0,2059,0.0,nan,0.225,0.25,2.833213344056216,9.798848998423558,2.0,0.25423301728714626,-1.3695040416151667,0.0002339960583594087,-8.360206287366356,0.0034292112611562517,0.2515900253597128,0.008235933825903041,60.63236864558247,3.2884900245178884e-15,nan,0.0007907149488284075,0.06403870572863224,0.00022765130433234507,0.06638590830230338,0.06463448183308172,no_collapse,phase-relaxed negative control,0,3,script_kq3,plateau,plateau,,operator_signed,0,,0,nan,nan,nan,False
5bc80c16,2026-04-27 11:41:28,03_reflected_dual,main_orbit,4,28.0,0.03571428571428571,0.1,2.8000000000000003,9.8,6.300000000000001,7.0,2059,0.0,542.7427427427427,0.225,0.25,2.833213344056216,9.798848998423558,2.0,0.026370440955999302,-3.635511556875852,8.751379261760589e-06,-11.646299240101545,0.0009008922450126345,0.2515900253597128,0.008235933825903041,60.63236864558247,3.2884900245178884e-15,nan,0.0006059275878397963,0.03701670260688031,3.633645688823076e-05,0.040333854675062904,0.0006954002328004844,no_collapse,main-only orbit,0,3,script_kq3,plateau,plateau,,operator_signed,0,,0,nan,nan,nan,False
