run_id,timestamp,config_name,target_id,target_class,source_csv,source_row_index,source_config,source_stage,source_eta_Z,source_eta_W,source_rho_rank,source_kappa_basis,R,Q,lambda_,c,alpha,m0,a,a_kind,window_m_radius,num_primes,Z0_abs,eta_Z0,A_sup,A_sup_log,t_at_A_sup,L2_amp,J_max,J_rms,J_argmax_k,N_minima,N_minima_thresholded,min_Z_abs_in_window,m_at_min_Z,crowding_ratio,classification,N_grid,refined_max,refined_min,optimizer_status,afe_model,include_dual,k_Z,notes
d24578ab,2026-04-27 13:00:22,01_amplitude_main,6919f7ea0a5c,best_etaZ_by_stage,05_literal_q2_dual_cover_block.f000662dc79d.csv,83,05_literal_q2_dual_cover_block,actual_like_dual,0.00012295472022193026,0.0002520528637580907,0.01699724810078581,39.15578161460581,4,28.0,0.03571428571428571,0.3,0.0,1239.1891891891892,8.0,2R,0.2857142857142857,3000,1.6068614480171217,0.3690510295774197,1.6923956413857775,0.5261450644561677,8.0,6.393843954891263,0.5292021223262735,0.536502381719488,1,0,0,1.462657748409934,1238.903474903475,0.0,harmless,960,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:22,01_amplitude_main,6919f7ea0a5c,best_etaZ_by_stage,05_literal_q2_dual_cover_block.f000662dc79d.csv,83,05_literal_q2_dual_cover_block,actual_like_dual,0.00012295472022193026,0.0002520528637580907,0.01699724810078581,39.15578161460581,4,28.0,0.03571428571428571,0.3,0.0,1239.1891891891892,11.10358689763197,logQ2,0.3965566749154275,3000,1.6068614480171217,0.3690510295774197,1.7100201077577968,0.5365051293681211,11.103586897615813,7.496544261795048,0.5292021223262735,0.536502381719488,1,0,0,1.391309442567275,1238.7926325142737,0.0,harmless,1332,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:22,01_amplitude_main,8b3e15742b0a,best_etaZ_by_stage,05_literal_q2_dual_cover_block.f000662dc79d.csv,413,05_literal_q2_dual_cover_block,actual_like_dual,0.001182214480292533,4.286323316520764e-05,0.0029315429936785046,411.9514724982074,8,36.0,0.027777777777777776,0.2,0.0,1126.7267267267268,1.0,1,0.027777777777777776,3000,2.9762895566426626,0.5745828952025198,3.0610363769978353,1.1187535439167824,1.0,4.209396878150491,0.793571000943908,0.8008586623338352,1,0,0,2.8903157951854443,1126.698948948949,0.0,harmless,401,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:22,01_amplitude_main,8b3e15742b0a,best_etaZ_by_stage,05_literal_q2_dual_cover_block.f000662dc79d.csv,413,05_literal_q2_dual_cover_block,actual_like_dual,0.001182214480292533,4.286323316520764e-05,0.0029315429936785046,411.9514724982074,8,36.0,0.027777777777777776,0.2,0.0,1126.7267267267268,8.0,R,0.2222222222222222,3000,2.9762895566426626,0.5745828952025198,3.615391506013954,1.2852001501654589,8.0,11.957849260893159,0.793571000943908,0.8008586623338352,1,0,0,2.26302113795337,1126.5045045045047,0.0,harmless,1920,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:23,01_amplitude_main,8b3e15742b0a,best_etaZ_by_stage,05_literal_q2_dual_cover_block.f000662dc79d.csv,413,05_literal_q2_dual_cover_block,actual_like_dual,0.001182214480292533,4.286323316520764e-05,0.0029315429936785046,411.9514724982074,8,36.0,0.027777777777777776,0.2,0.0,1126.7267267267268,16.0,2R,0.4444444444444444,3000,2.9762895566426626,0.5745828952025198,4.158974076783933,1.4252684277006982,16.0,17.14388445165161,0.793571000943908,0.8008586623338352,1,0,0,1.5622090809033022,1126.2822822822825,0.0,harmless,3840,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:23,01_amplitude_main,8b3e15742b0a,best_etaZ_by_stage,05_literal_q2_dual_cover_block.f000662dc79d.csv,413,05_literal_q2_dual_cover_block,actual_like_dual,0.001182214480292533,4.286323316520764e-05,0.0029315429936785046,411.9514724982074,8,36.0,0.027777777777777776,0.2,0.0,1126.7267267267268,12.841607982273604,logQ2,0.3567113328409334,3000,2.9762895566426626,0.5745828952025198,3.9558784947911483,1.375202699130826,12.841607982273604,15.258364859380178,0.793571000943908,0.8008586623338352,1,0,0,1.8260519785037732,1126.370015393886,0.0,harmless,3081,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:22,01_amplitude_main,6bf134db1297,best_etaZ_by_stage,03_reflected_dual.febde28489af.csv,123,03_reflected_dual,formal_dual,0.0009182544558233278,0.00029766252444165153,0.008337825043661472,1257.1628877096914,4,28.0,0.03571428571428571,0.4,0.0,1555.7557557557557,1.0,1,0.03571428571428571,3000,0.6899386207987076,0.3300561501177424,0.69229338294968,-0.36774544941161,-1.0,0.975719532281894,0.27768198701556523,0.2833510845158443,1,0,0,0.6875714415707136,1555.79147004147,0.0,harmless,401,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:22,01_amplitude_main,6bf134db1297,best_etaZ_by_stage,03_reflected_dual.febde28489af.csv,123,03_reflected_dual,formal_dual,0.0009182544558233278,0.00029766252444165153,0.008337825043661472,1257.1628877096914,4,28.0,0.03571428571428571,0.4,0.0,1555.7557557557557,4.0,R,0.14285714285714285,3000,0.6899386207987076,0.3300561501177424,0.6992817947251063,-0.35770147818032666,-3.9999999992549418,1.9514084048475022,0.27768198701556523,0.2833510845158443,1,0,0,0.6803968487522226,1555.8986128986128,0.0,harmless,480,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:22,01_amplitude_main,6bf134db1297,best_etaZ_by_stage,03_reflected_dual.febde28489af.csv,123,03_reflected_dual,formal_dual,0.0009182544558233278,0.00029766252444165153,0.008337825043661472,1257.1628877096914,4,28.0,0.03571428571428571,0.4,0.0,1555.7557557557557,8.0,2R,0.2857142857142857,3000,0.6899386207987076,0.3300561501177424,0.7084178208622738,-0.3447212168931617,-8.0,2.7595697299595403,0.27768198701556523,0.2833510845158443,1,0,0,0.6706659902353065,1556.04147004147,0.0,harmless,960,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:22,01_amplitude_main,6bf134db1297,best_etaZ_by_stage,03_reflected_dual.febde28489af.csv,123,03_reflected_dual,formal_dual,0.0009182544558233278,0.00029766252444165153,0.008337825043661472,1257.1628877096914,4,28.0,0.03571428571428571,0.4,0.0,1555.7557557557557,11.10358689763197,logQ2,0.3965566749154275,3000,0.6899386207987076,0.3300561501177424,0.7153588237782635,-0.33497101073531615,-11.10358689763197,3.2508818361340075,0.27768198701556523,0.2833510845158443,1,0,0,0.6629922440068666,1556.1523124306711,0.0,harmless,1332,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:22,01_amplitude_main,e8da7bab0242,best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,188,04_actual_like_dual_cover_block,actual_like_dual,0.0011541306819889778,0.00025909084747015575,0.00694413793702001,1247.99763095148,4,28.0,0.03571428571428571,0.4,0.0,1285.985985985986,1.0,1,0.03571428571428571,3000,0.5946693895806185,0.28448079785797453,0.5968619153981183,-0.5160694898335141,1.0,0.8409936426411433,0.24546504677350703,0.25073620711618877,1,0,0,0.5924863229421385,1285.9502717002717,0.0,harmless,401,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
d24578ab,2026-04-27 13:00:22,01_amplitude_main,e8da7bab0242,best_etaZ_by_stage,04_actual_like_dual_cover_block.e995fec81310.csv,188,04_actual_like_dual_cover_block,actual_like_dual,0.0011541306819889778,0.00025909084747015575,0.00694413793702001,1247.99763095148,4,28.0,0.03571428571428571,0.4,0.0,1285.985985985986,4.0,R,0.14285714285714285,3000,0.5946693895806185,0.28448079785797453,0.603494798676323,-0.5050178570793332,4.0,1.6821110716296794,0.24546504677350703,0.25073620711618877,1,0,0,0.5859953209272487,1285.8431288431289,0.0,harmless,480,True,False,Optimization terminated successfully.,logderiv_packet_frequency,False,0,
