N,smoothing,level,R,rank,t0,source_objective,J_max,E_cI_0.5,S_cI_0.5,Beff_cI_0.5
50,exp,1,8,1,21.470769029253656,224103.39558693123,462.2982504808727,0.6139884112974564,1.332263842444979,2.3672789965124403
