N,smoothing,level,R,best_t0,best_objective,E_cI_0.5,S_cI_0.5,Beff_cI_0.5,J_max
50,exp,1,8,21.470769029253656,224103.39558693123,0.6139884112974564,1.332263842444979,2.3672789965124403,462.2982504808727
