center_type,m0,Q,c_I,Delta,kappa,eps,W_abs,W_factor_equiv,nquad,R_jet,local_zero_count,E_I,S_I,B_eff,J_max,J_rms,tail_drift_rel,quad_drift_rel,tail_edge,status
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.25,0.08758473550160868,20.0,57.087573209696615,257,12,17,0.007888128047615288,0.08890986052650043,4.616844254344462,2.3942835960008524e+19,6.64054792987792e+18,0.0004697601414681134,2.1991573482396028e-16,False,healthy
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.25,0.08758473550160868,20.0,57.087573209696615,513,12,17,0.007888128047615288,0.08890986433528071,4.616844254344462,2.3942835960008524e+19,6.64054792987792e+18,0.0004697601414681134,2.1991573482396028e-16,False,healthy
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,100.0,285.4378660484831,1025,12,84,0.001991519770112936,0.04467404691764685,5.929191400520836,7.975178581852e+18,2.211919118338822e+18,2.007872432405954e-06,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,100.0,285.4378660484831,257,16,84,0.001991519770112936,0.044674044519635914,5.929191400520836,3.128569930182193e+30,7.588150180563347e+29,2.007872432405954e-06,2.1776377794613027e-16,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,100.0,285.4378660484831,513,16,84,0.001991519770112936,0.04467404643542132,5.929191400520836,3.128569930182193e+30,7.588150180563347e+29,2.007872432405954e-06,2.1776377794613027e-16,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,100.0,285.4378660484831,1025,16,84,0.001991519770112936,0.04467404691764685,5.929191400520836,3.128569930182193e+30,7.588150180563347e+29,2.007872432405954e-06,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,200.0,570.8757320969662,257,4,143,0.0019915237688386098,0.04467408933441435,5.929189486170422,0.044623716005644604,0.019956342729940423,2.7959700763967995e-07,2.1776334070424377e-16,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,200.0,570.8757320969662,513,4,143,0.0019915237688386098,0.044674091250200165,5.929189486170422,0.044623716005644604,0.019956342729940423,2.795970078574432e-07,0.0,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,200.0,570.8757320969662,1025,4,143,0.0019915237688386098,0.0446740917324258,5.929189486170422,0.044623716005644604,0.019956342729940423,2.795970078574432e-07,2.1776334070424377e-16,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.125,0.04379236775080434,200.0,570.8757320969662,257,8,143,0.0019915237688386098,0.04467408933441435,5.929189486170422,1042074.0730936658,347358.03659440146,2.7959700763967995e-07,2.1776334070424377e-16,True,reject_tail_edge
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.25,0.08758473550160868,20.0,57.087573209696615,1025,12,17,0.007888128047615288,0.08890986529399511,4.616844254344462,2.3942835960008524e+19,6.64054792987792e+18,0.0004697601414683331,2.1991573482396028e-16,False,healthy
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.25,0.08758473550160868,20.0,57.087573209696615,257,16,17,0.007888128047615288,0.08890986052650043,4.616844254344462,5.080993410340401e+30,1.2323918943753396e+30,0.0004697601414681134,2.1991573482396028e-16,False,healthy
watch_center,109.099,2.854378660484831,0.025,0.00875847355016087,0.25,0.08758473550160868,20.0,57.087573209696615,513,16,17,0.007888128047615288,0.08890986433528071,4.616844254344462,5.080993410340401e+30,1.2323918943753396e+30,0.0004697601414681134,2.1991573482396028e-16,False,healthy
