N,smoothing,level,R,rank,t0,source_objective,J_max,E_cI_0.1,S_cI_0.1,Beff_cI_0.1,E_cI_0.2,S_cI_0.2,Beff_cI_0.2,E_cI_0.5,S_cI_0.5,Beff_cI_0.5,E_cI_1.0,S_cI_1.0,Beff_cI_1.0
500,exp,1,8,1,2118.308694211159,0.0038650569013830263,0.03606248709295595,0.00010245970416902514,0.01348759946511871,4.5122520880812536,0.00011472680370523049,0.016990401902013202,4.456704336090943,0.00020245639540957132,0.027227547085529855,4.1777128028810395,0.0005413092606445452,0.043854037752232435,3.69462682875199
500,exp,1,8,2,3949.1228804699276,0.005898952806074302,0.047937364262427756,0.0008379471715698547,0.029088184337691326,3.3512660171391193,0.0008375231314556981,0.02916370018263117,3.351505457031641,0.0008345531474855103,0.029167242326662204,3.3531859038304255,0.0008299031882629226,0.034450384462158916,3.3558289464058544
500,exp,1,8,3,3822.5790433333163,0.0161772910710797,0.07352322719425992,0.00041606393289589133,0.027239863668468523,3.6893247028505,0.00046626580372874794,0.034332153760900305,3.635336998122482,0.0008319267386672257,0.055217821793353355,3.3609417840101368,0.0023382134818566297,0.0925413611758707,2.8711920305275576
500,exp,2,8,1,2511.9892178819914,0.006360652444893108,0.0528371326833996,3.655510767450661e-05,0.011698183184466313,4.964828739184827,0.00010241302598943078,0.018635100344672955,4.464203590891712,0.000552353620829947,0.04589578550417731,3.6452883336144293,0.0019869748558683223,0.09819160611232103,3.02318123978167
500,exp,2,8,2,2771.687706452401,0.00687966830158951,0.04675466751028155,0.00016708751012008144,0.023016531041213394,4.2008342566105945,0.0003310135113988114,0.03221802854417025,3.870620733025681,0.0015382434340920558,0.08727933932492392,3.1285851757004814,0.006696720063298643,0.20812167207269044,2.418071839468746
500,exp,2,8,3,3723.5666535474843,0.0121256006593883,0.09157109160521186,0.00842266213214897,0.09299787279585271,2.267267028427867,0.00853581760298169,0.09563124592613644,2.2609328830383992,0.009368699162894841,0.11074689359158947,2.216742563753825,0.012942290420661189,0.16035560584514852,2.063374519813486
500,exp,3,8,1,2511.9895759844703,0.006362539295849731,0.052861873407815715,3.655269722924364e-05,0.011704633283675615,4.9648607400538705,0.00010283105080732286,0.01866958462893822,4.46222404869168,0.0005553673395313279,0.0459886987202475,3.6426440820349373,0.0019950309447478343,0.09823553408297643,3.0212149255378455
500,exp,3,8,2,2771.6877848260024,0.006876343912993109,0.04672498079097496,0.00016545547810810037,0.02292544593975063,4.20557536768014,0.00032908950484617443,0.0321062896138296,3.8734364659468103,0.0015348196968771358,0.08729117877881329,3.129661451000647,0.006694672203446553,0.2081386530880901,2.418219566062232
500,exp,3,8,3,3723.566673370022,0.01203764451046611,0.0910935635373871,0.008335242218506182,0.09252327900493706,2.272219106548565,0.008447819970864523,0.09515957551617665,2.2658514324707695,0.009276637832866894,0.11028399686970936,2.221429655091375,0.012835459296783615,0.15990761523560973,2.06730864480499
500,cos,1,8,1,3259.141060332718,0.003832598893950756,0.03993322044344479,0.0015959838350830615,0.0409558670050557,3.080682020473159,0.0015999250694787757,0.042014015235669,3.079502212761266,0.0016265915205800935,0.0450190650082275,3.071595165298049,0.0017132990187571822,0.04735425084922775,3.0467526733714485
500,cos,1,8,2,3061.8020049726642,0.004816686068076056,0.03980827332415532,0.0014053666266674258,0.041288234872183166,3.1532156384647676,0.0014087977513941407,0.044777435839046316,3.1520448628060382,0.0014373465015624965,0.053415091501434475,3.142412536567075,0.001600817945302031,0.06274280123788692,3.0906951370588325
500,cos,1,8,3,1750.223504539601,0.0080654231494721,0.04896129683492918,0.0023145513700238303,0.04888539605042873,3.0183327428459363,0.002338563719391951,0.0501968174981183,3.013199312793171,0.0025103938415419785,0.05643155648587338,2.9779341626616858,0.0031739259715259124,0.07153104545221001,2.86128525085757
500,cos,2,8,1,2488.442193752902,0.0033802382981314365,0.04075712659105052,0.0006867667843209098,0.04613596302231707,3.5415163708951103,0.0012470168887756471,0.07077598422978867,3.2514687179052517,0.004844274398297536,0.1444897203233537,2.5916237939156495,0.013822317749081915,0.23780831142041173,2.081810383378277
500,cos,2,8,2,3207.984834125961,0.0038571142609753746,0.04593990989479383,0.00018782532720777037,0.02708305697365156,4.108064223621115,0.0004686974821402334,0.04791924503848481,3.670232048003186,0.002602844313990231,0.12630903508799274,2.8493838719352924,0.012383497252923826,0.2739416882530221,2.102577898025835
500,cos,2,8,3,1048.5044331823196,0.00567136296084819,0.047271205449794726,0.002204948417799153,0.05430167783959089,3.153967654649083,0.002122501177288567,0.05753342239926895,3.1736167146997643,0.0017984522808770493,0.057738563360119094,3.2590359538430556,0.0034516836715253675,0.14715826290946143,2.9228962031895644
500,cos,3,8,1,3250.162281080102,0.00043334959700798583,0.013990669648477701,0.00014246311820424114,0.02318004024789092,4.237137686027039,0.00035109446742493034,0.03821271174218654,3.8056115037085223,0.0016188143152135763,0.08043676326034295,3.0743893954383035,0.004025604304759036,0.11522006233714871,2.638553137457478
500,cos,3,8,2,2488.441810533449,0.0033383734105911105,0.04043613635315896,0.0006761757984255805,0.04592052625714205,3.5490733410505246,0.0012375735316761621,0.07057786773787265,3.255164918592098,0.004841049554122803,0.1442531198978547,2.5919476157078307,0.01381898719580204,0.2372333722067083,2.081927578602991
500,cos,3,8,3,3207.9849627667886,0.0038663244764039818,0.04604239282588868,0.00019337415437777603,0.027325812793313108,4.094124315774322,0.0004742177697419615,0.04812888351733543,3.6646257689931923,0.0026097344336945684,0.1264539086493755,2.848118096271293,0.012413815882205324,0.2741064330196767,2.101407086380891
