zone,family,center,cI,Q,zero_count_zone,zero_min,zero_max,E,S,Beff,zeros_used,J_max,J_0,J_1,J_2,J_3,J_4,tail_drift,reg_drift,classification
2118.308694211159,zero_ordinate,2091.221580661131,0.1,7.645503662566676,101,2064.304867699634,2172.250962827517,43908454.548323624,7149.087557287935,-8.651228631386891,62,41186939.309957355,-7149.087557286574,-0.7349537934551067,343226.1567239965,-0.6020284099962817,-41186939.309957355,6.537644885144247e-08,43.41551715556052,healthy_proxy
2118.308694211159,zero_ordinate,2091.221580661131,0.2,7.645503662566676,101,2064.304867699634,2172.250962827517,30457736.730927054,7149.087557287935,-8.471412663503035,62,41186939.309957355,-7149.087557286574,-0.7349537934551067,343226.1567239965,-0.6020284099962817,-41186939.309957355,7.575327975358211e-08,32.369204999074334,healthy_proxy
2118.308694211159,zero_ordinate,2091.221580661131,0.5,7.645503662566676,101,2064.304867699634,2172.250962827517,13276548.657287668,7149.087557287935,-8.06320579614614,62,41186939.309957355,-7149.087557286574,-0.7349537934551067,343226.1567239965,-0.6020284099962817,-41186939.309957355,5.84267026991461e-08,34.90786998489908,healthy_proxy
2118.308694211159,zero_ordinate,2091.221580661131,1.0,7.645503662566676,101,2064.304867699634,2172.250962827517,7448418.579836316,7149.087557287935,-7.779054354934221,62,41186939.309957355,-7149.087557286574,-0.7349537934551067,343226.1567239965,-0.6020284099962817,-41186939.309957355,1.6565741688843236e-08,31.342166656916323,healthy_proxy
2118.308694211159,zero_ordinate,2092.473218110072,0.1,7.64610200329012,101,2064.304867699634,2172.250962827517,43945011.01942385,7151.970190387161,-8.651304922939012,63,41196610.706678174,-7151.970190385795,-0.0636734619171034,343306.110178128,-0.020838624680110125,-41196610.706678174,7.552898444412133e-08,43.400597533534075,healthy_proxy
2118.308694211159,zero_ordinate,2092.473218110072,0.2,7.64610200329012,101,2064.304867699634,2172.250962827517,30484872.566717412,7151.970190387161,-8.471524543887519,63,41196610.706678174,-7151.970190385795,-0.0636734619171034,343306.110178128,-0.020838624680110125,-41196610.706678174,8.751615983575987e-08,32.356014417293096,healthy_proxy
2118.308694211159,zero_ordinate,2092.473218110072,0.5,7.64610200329012,101,2064.304867699634,2172.250962827517,13287046.36536172,7151.970190387161,-8.063284145296533,63,41196610.706678174,-7151.970190385795,-0.0636734619171034,343306.110178128,-0.020838624680110125,-41196610.706678174,6.753683134210542e-08,34.89654467234532,healthy_proxy
2118.308694211159,zero_ordinate,2092.473218110072,1.0,7.64610200329012,101,2064.304867699634,2172.250962827517,7452370.857021853,7151.970190387161,-7.779015868115638,63,41196610.706678174,-7151.970190385795,-0.0636734619171034,343306.110178128,-0.020838624680110125,-41196610.706678174,1.922759402943508e-08,31.3401928151778,healthy_proxy
2118.308694211159,zero_ordinate,2094.335917468632,0.1,7.646991797604185,101,2064.304867699634,2172.250962827517,43965656.42361033,7153.708527937634,-8.651040940393731,65,41210994.354864046,-7153.708527936273,0.594283237903404,343426.42334621644,0.4617041358857225,-41210994.354864046,7.283651712756033e-08,43.40999574429915,healthy_proxy
2118.308694211159,zero_ordinate,2094.335917468632,0.2,7.646991797604185,101,2064.304867699634,2172.250962827517,30498072.057693426,7153.708527937634,-8.471252755721588,65,41210994.354864046,-7153.708527936273,0.594283237903404,343426.42334621644,0.4617041358857225,-41210994.354864046,8.439704175346193e-08,32.364325389351535,healthy_proxy
2118.308694211159,zero_ordinate,2094.335917468632,0.5,7.646991797604185,101,2064.304867699634,2172.250962827517,13293641.856382336,7153.708527937634,-8.063066859943063,65,41210994.354864046,-7153.708527936273,0.594283237903404,343426.42334621644,0.4617041358857225,-41210994.354864046,6.510684692094828e-08,34.90367308744194,healthy_proxy
2118.308694211159,zero_ordinate,2094.335917468632,1.0,7.646991797604185,101,2064.304867699634,2172.250962827517,7457305.514469067,7153.708527937634,-7.778896285269207,65,41210994.354864046,-7153.708527936273,0.594283237903404,343426.42334621644,0.4617041358857225,-41210994.354864046,1.8487721923882907e-08,31.341369691943154,healthy_proxy
