zone,family,center,cI,Q,zero_count_zone,zero_min,zero_max,E,S,Beff,zeros_used,J_max,J_0,J_1,J_2,J_3,J_4,tail_drift,reg_drift,classification,param_hash
2118.308694211159,gap_midpoint,2121.578356883386,0.2,7.659915598621347,22,2107.172362432443,2129.406080228328,1.755956402797976,1.333767826171378,-0.2765291750615264,22,1.3215479806958044,1.3215479806958044,0.0074336466181793,0.5349930027481234,0.0014214170874929,0.4694534216476408,0.0001290681791124,2.611196271607109,healthy_proxy,ab7829ad44a9
2118.308694211159,large_gap_midpoint,2121.578356883386,0.2,7.659915598621347,22,2107.172362432443,2129.406080228328,1.755956402797976,1.333767826171378,-0.2765291750615264,22,1.3215479806958044,1.3215479806958044,0.0074336466181793,0.5349930027481234,0.0014214170874929,0.4694534216476408,0.0001290681791124,2.611196271607109,healthy_proxy,ab7829ad44a9
2118.308694211159,gap_midpoint,2121.578356883386,0.5,7.659915598621347,22,2107.172362432443,2129.406080228328,1.806983032278236,1.393406673909171,-0.2905983993491166,22,1.3215479806958044,1.3215479806958044,0.0074336466181793,0.5349930027481234,0.0014214170874929,0.4694534216476408,0.0001272273732623,2.604949468296585,healthy_proxy,ab7829ad44a9
2118.308694211159,large_gap_midpoint,2121.578356883386,0.5,7.659915598621347,22,2107.172362432443,2129.406080228328,1.806983032278236,1.393406673909171,-0.2905983993491166,22,1.3215479806958044,1.3215479806958044,0.0074336466181793,0.5349930027481234,0.0014214170874929,0.4694534216476408,0.0001272273732623,2.604949468296585,healthy_proxy,ab7829ad44a9
2118.308694211159,uniform,2121.6420275444925,0.2,7.659945609158318,22,2107.172362432443,2129.406080228328,1.944021385078568,1.4577249221580275,-0.3265015285827642,22,1.3899433243284425,1.3899433243284425,0.2777653654762885,0.5932160567397913,0.2444589820014281,0.5575316771066832,0.0001200413804376,2.590862423000218,healthy_proxy,ab7829ad44a9
2118.308694211159,uniform,2121.6420275444925,0.5,7.659945609158318,22,2107.172362432443,2129.406080228328,2.0093212044746607,1.6096424317898257,-0.3427285276236565,22,1.3899433243284425,1.3899433243284425,0.2777653654762885,0.5932160567397913,0.2444589820014281,0.5575316771066832,0.0001178320202428,2.582608736954261,healthy_proxy,ab7829ad44a9
2118.308694211159,random,2119.9522344590164,0.2,7.659148836496675,22,2107.172362432443,2129.406080228328,58.41236545326123,8.83418809186512,-1.997900627331324,22,22.207309915082384,7.55777154648006,-5.4225327487432775,8.763304453737803,-11.283667624653658,22.207309915082384,1.5189269157953742e-05,1.9624703683210691,healthy_proxy,ab7829ad44a9
2118.308694211159,random,2119.9522344590164,0.5,7.659148836496675,22,2107.172362432443,2129.406080228328,65.79998372085137,11.670554687799344,-2.056396592756257,22,22.207309915082384,7.55777154648006,-5.4225327487432775,8.763304453737803,-11.283667624653658,22.207309915082384,1.4080042170275515e-05,1.8940855099426055,healthy_proxy,ab7829ad44a9
2118.308694211159,small_gap_midpoint,2119.0375373429843,0.2,7.658717272761224,22,2107.172362432443,2129.406080228328,574.8832644588624,24.54818226751073,-3.121145531900422,22,150.16064220981235,23.69498252472902,-0.039414756329123,41.76049620564055,-0.0124861421206631,150.16064220981235,9.53638805943176e-06,1.5161543936035389,healthy_proxy,ab7829ad44a9
2118.308694211159,small_gap_midpoint,2119.0375373429843,0.5,7.658717272761224,22,2107.172362432443,2129.406080228328,653.8287788526292,29.3461095792429,-3.1843519843285715,22,150.16064220981235,23.69498252472902,-0.039414756329123,41.76049620564055,-0.0124861421206631,150.16064220981235,8.92476807106184e-06,1.4347324999699078,healthy_proxy,ab7829ad44a9
