B_eff,Delta,E_I,J_max,J_rms,Q,R_jet,S_I,W_abs,W_factor_equiv,c_I,center_type,eps,kappa,local_zero_count,m0,nquad,quad_drift_rel,status,tail_drift_rel,tail_edge
7.248827784845944,0.01751694710032174,0.0004989706030619708,0.02233208280381211,0.009987239913464894,2.854378660484831,4,0.022390860608443485,20.0,57.087573209696615,0.05,watch_center,0.02189618387540217,0.0625,17,109.099,257,2.1728778525873388e-16,watch,0.000466966481840134,False
7.248827784845944,0.01751694710032174,0.0004989706030619709,0.02233208280381211,0.009987239913464894,2.854378660484831,4,0.022390863072022402,20.0,57.087573209696615,0.05,watch_center,0.02189618387540217,0.0625,17,109.099,513,2.1728778525873384e-16,watch,0.0004669664818399168,False
7.248827784845944,0.01751694710032174,0.0004989706030619708,0.02233208280381211,0.009987239913464894,2.854378660484831,4,0.022390863692136026,20.0,57.087573209696615,0.05,watch_center,0.02189618387540217,0.0625,17,109.099,1025,2.1728778525873388e-16,watch,0.000466966481840134,False
7.248827784845944,0.01751694710032174,0.0004989706030619708,672206.2056583294,224071.15851496978,2.854378660484831,8,0.022390860608443485,20.0,57.087573209696615,0.05,watch_center,0.02189618387540217,0.0625,17,109.099,257,2.1728778525873388e-16,watch,0.000466966481840134,False
7.248827784845944,0.01751694710032174,0.0004989706030619709,672206.2056583294,224071.15851496978,2.854378660484831,8,0.022390863072022402,20.0,57.087573209696615,0.05,watch_center,0.02189618387540217,0.0625,17,109.099,513,2.1728778525873384e-16,watch,0.0004669664818399168,False
7.248827784845944,0.01751694710032174,0.0004989706030619708,672206.2056583294,224071.15851496978,2.854378660484831,8,0.022390863692136026,20.0,57.087573209696615,0.05,watch_center,0.02189618387540217,0.0625,17,109.099,1025,2.1728778525873388e-16,watch,0.000466966481840134,False
7.248827784845944,0.01751694710032174,0.0004989706030619708,4.099013896939522e+18,1.1368723527811396e+18,2.854378660484831,12,0.022390860608443485,20.0,57.087573209696615,0.05,watch_center,0.02189618387540217,0.0625,17,109.099,257,2.1728778525873388e-16,watch,0.000466966481840134,False
7.248827784845944,0.01751694710032174,0.0004989706030619709,4.099013896939522e+18,1.1368723527811396e+18,2.854378660484831,12,0.022390863072022402,20.0,57.087573209696615,0.05,watch_center,0.02189618387540217,0.0625,17,109.099,513,2.1728778525873384e-16,watch,0.0004669664818399168,False
7.248827784845944,0.01751694710032174,0.0004989706030619708,4.099013896939522e+18,1.1368723527811396e+18,2.854378660484831,12,0.022390863692136026,20.0,57.087573209696615,0.05,watch_center,0.02189618387540217,0.0625,17,109.099,1025,2.1728778525873388e-16,watch,0.000466966481840134,False
7.248827784845944,0.01751694710032174,0.0004989706030619708,2.4867816854954886e+29,6.038388665863743e+28,2.854378660484831,16,0.022390860608443485,20.0,57.087573209696615,0.05,watch_center,0.02189618387540217,0.0625,17,109.099,257,2.1728778525873388e-16,watch,0.000466966481840134,False
7.248827784845944,0.01751694710032174,0.0004989706030619709,2.4867816854954886e+29,6.038388665863743e+28,2.854378660484831,16,0.022390863072022402,20.0,57.087573209696615,0.05,watch_center,0.02189618387540217,0.0625,17,109.099,513,2.1728778525873384e-16,watch,0.0004669664818399168,False
7.248827784845944,0.01751694710032174,0.0004989706030619708,2.4867816854954886e+29,6.038388665863743e+28,2.854378660484831,16,0.022390863692136026,20.0,57.087573209696615,0.05,watch_center,0.02189618387540217,0.0625,17,109.099,1025,2.1728778525873388e-16,watch,0.000466966481840134,False
7.2474011074003535,0.03503389420064348,0.0004997178099148881,0.022332082803812096,0.009987459898788945,2.854378660484831,4,0.022483078383086285,20.0,57.087573209696615,0.1,watch_center,0.02189618387540217,0.0625,17,109.099,513,0.0,watch,0.00046661896656194325,False
7.2474011074003535,0.03503389420064348,0.000499717809914888,0.022332082803812096,0.009987459898788945,2.854378660484831,4,0.022483080174298176,20.0,57.087573209696615,0.1,watch_center,0.02189618387540217,0.0625,17,109.099,1025,2.1696288404653131e-16,watch,0.0004666189665617266,False
