run_id,timestamp,config_name,stage,R,Q,lambda_,c,u_min,u_max,u0,L,num_primes,alpha,m,lambda_u0,lambda_L,op_node_min,op_node_max,diam_x,eta_Z,log_eta_Z,eta_W,log_eta_W,eta_sv,rho_rank_2,rho_rank_inf,kappa_basis,gram_error,eta_E2_det,row_norm_min,row_norm_max,sigma_min,sigma_max,objective_value,collapse_class,notes,k_Z,k_q,source_mode,smoothing,conductor_policy,dual_type,dual_node_convention,num_dual_terms,E2_model,E2_trials,eta_W_median_perturbed,eta_W_worst_perturbed,eta_W_best_perturbed,survives_E2
01a59e56,2026-04-27 07:13:20,06_full_larger_toy,relaxed,4,52.0,0.019230769230769232,0.1,5.2,18.2,11.7,13.0,8000,-0.019230769230769232,nan,0.225,0.25,5.25227342804663,11.317287638902792,2.0,0.0676041794664082,-2.6940854714182363,0.009998857260199112,-4.605284466497949,0.016594531739591082,0.03700201826642396,0.00015836599270859387,16.246988500345978,4.084642011923882e-15,nan,0.0003942118235451013,0.0053583868574660415,9.344132649927022e-05,0.00563085044914758,0.004670302227836165,no_collapse,phase-relaxed negative control,0,3,script_kq3,bump,cover_block,,operator_signed,0,,0,nan,nan,nan,False
01a59e56,2026-04-27 07:13:41,06_full_larger_toy,main_orbit,4,52.0,0.019230769230769232,0.1,5.2,18.2,11.7,13.0,8000,-0.019230769230769232,507.25362681340675,0.225,0.25,5.25227342804663,11.317287638902792,2.0,0.026200198155765943,-3.6419883050465134,3.7482894354290345e-06,-12.494210972602524,0.0001453921987799297,0.03700201826642396,0.00015836599270859387,16.246988500345978,4.084642011923882e-15,nan,0.0002784994820639787,0.008124545037046998,1.2600705089410726e-06,0.008666699585775959,0.0006864503974510748,no_collapse,main-only orbit,0,3,script_kq3,bump,cover_block,,operator_signed,0,,0,nan,nan,nan,False
01a59e56,2026-04-27 07:14:01,06_full_larger_toy,b2_toy,4,52.0,0.019230769230769232,0.1,5.2,18.2,11.7,13.0,8000,-0.019230769230769232,507.25362681340675,0.225,0.25,5.25227342804663,11.317287638902792,2.0,0.026200198155765943,-3.6419883050465134,9.058746162553132e-06,-11.611779840140713,0.0003521857161148437,0.03700201826642396,0.00015836599270859387,16.246988500345978,4.084642011923882e-15,nan,0.0002785172047334058,0.008124545037046998,3.052286124455963e-06,0.008666694828306573,0.0006864504654622832,toy_diagnostic,B2 toy scalar injection (diagnostic only),0,3,script_kq3,bump,cover_block,,operator_signed,0,,0,nan,nan,nan,False
01a59e56,2026-04-27 07:14:27,06_full_larger_toy,formal_dual,4,52.0,0.019230769230769232,0.1,5.2,18.2,11.7,13.0,8000,-0.019230769230769232,1706.4532266133067,0.225,0.25,-11.317287638902792,11.317287638902792,2.0,0.01548014839814409,-4.168196824423089,0.005742068155490456,-5.1599358277106475,0.0036796196673417937,3.0461057578200035,0.005249661008523977,11.71781531395347,6.798045535710766e-15,nan,0.0001700624734103519,0.00513880227217926,1.894021434585602e-05,0.005147329359596201,0.0002726063411308606,no_collapse,reflected dual (plateau forced) + B_2,0,3,script_kq3,bump,cover_block,reflected_logderiv,operator_signed,16000,,0,nan,nan,nan,False
01a59e56,2026-04-27 07:15:08,06_full_larger_toy,actual_like_dual,4,52.0,0.019230769230769232,0.1,5.2,18.2,11.7,13.0,8000,-0.019230769230769232,1706.4532266133067,0.225,0.25,-11.317287638902792,11.317287638902792,2.0,0.02118305298228078,-3.854553804613103,0.01218750689930464,-4.407343876561541,0.005459197793192174,2.9825019189210407,0.005195546466552709,11.046904133602085,6.638172425654789e-15,nan,0.00018191285383452942,0.005178926245200112,2.832021960664776e-05,0.005187615594724218,0.0005972570580707128,no_collapse,reflected dual (configured) + B_2,0,3,script_kq3,bump,cover_block,reflected_logderiv,operator_signed,16000,,0,nan,nan,nan,False
01a59e56,2026-04-27 07:15:08,06_full_larger_toy,e2,4,52.0,0.019230769230769232,0.1,5.2,18.2,11.7,13.0,8000,-0.019230769230769232,1706.4532266133067,0.225,0.25,-11.317287638902792,11.317287638902792,2.0,0.02118305298228078,-3.854553804613103,0.01218750689930464,-4.407343876561541,0.005459197793192174,2.9825019189210407,0.005195546466552709,11.046904133602085,6.638172425654789e-15,nan,0.00018191285383452942,0.005178926245200112,2.832021960664776e-05,0.005187615594724218,0.0005972570580707128,no_collapse,E2 row perturbation on actual_like_dual,0,3,script_kq3,bump,cover_block,reflected_logderiv,operator_signed,16000,row_perturbation,500,0.012187506883180411,0.012187508859056069,0.012187505632597464,True
01a59e56,2026-04-27 07:13:20,06_full_larger_toy,relaxed,4,52.0,0.019230769230769232,0.1,5.2,18.2,11.7,13.0,8000,-0.004807692307692308,nan,0.225,0.25,5.25227342804663,11.317287638902792,2.0,0.0796071378919192,-2.530651518143059,0.009863682648666494,-4.618895686319469,0.018086099107290324,0.035840954233991924,0.00015356456208503403,16.246988500345978,4.084642011923882e-15,nan,0.0003942118235451013,0.004865583305639954,9.355334452521842e-05,0.005172665701445151,0.006434588638736642,no_collapse,phase-relaxed negative control,0,3,script_kq3,bump,cover_block,,operator_signed,0,,0,nan,nan,nan,False
01a59e56,2026-04-27 07:13:40,06_full_larger_toy,main_orbit,4,52.0,0.019230769230769232,0.1,5.2,18.2,11.7,13.0,8000,-0.004807692307692308,4463.83191595798,0.225,0.25,5.25227342804663,11.317287638902792,2.0,0.009882364000185844,-4.617003524569296,5.399250189369391e-06,-12.129250467855613,0.0001578924879254162,0.035840954233991924,0.00015356456208503403,16.246988500345978,4.084642011923882e-15,nan,0.00043629933340530187,0.011873021453289553,2.044586501647355e-06,0.01294923228148231,9.766114738407177e-05,no_collapse,main-only orbit,0,3,script_kq3,bump,cover_block,,operator_signed,0,,0,nan,nan,nan,False
01a59e56,2026-04-27 07:14:01,06_full_larger_toy,b2_toy,4,52.0,0.019230769230769232,0.1,5.2,18.2,11.7,13.0,8000,-0.004807692307692308,4463.83191595798,0.225,0.25,5.25227342804663,11.317287638902792,2.0,0.009882364000185844,-4.617003524569296,5.416282071729993e-06,-12.126100942519564,0.00015838183371062205,0.035840954233991924,0.00015356456208503403,16.246988500345978,4.084642011923882e-15,nan,0.00043629238951755007,0.011873021453289553,2.050923183381107e-06,0.012949232467710464,9.766114756828063e-05,toy_diagnostic,B2 toy scalar injection (diagnostic only),0,3,script_kq3,bump,cover_block,,operator_signed,0,,0,nan,nan,nan,False
01a59e56,2026-04-27 07:14:29,06_full_larger_toy,formal_dual,4,52.0,0.019230769230769232,0.1,5.2,18.2,11.7,13.0,8000,-0.004807692307692308,382.3911955977989,0.225,0.25,-11.317287638902792,11.317287638902792,2.0,0.01056356433901035,-4.550344525551914,0.0010178739009256755,-6.890039237950937,0.002839385373508186,3.033842287010157,0.005123917875276707,11.71781531395347,6.798045535710766e-15,nan,0.00015200915845159152,0.0040085157599254444,1.1416635919187385e-05,0.004020812400354668,0.00011262495882259682,no_collapse,reflected dual (plateau forced) + B_2,0,3,script_kq3,bump,cover_block,reflected_logderiv,operator_signed,16000,,0,nan,nan,nan,False
